seed,state_id,initial_state,pauli_axis,expected_eigenvalue,batch_index,half_cycle,full_cycle,signed_pauli,measurement_probability,reward,rho_trace_real,rho_trace_imag
68401,plus_y,y logical,Y,1.0,1,8,4.0,0.21121174097061157,0.5083186626434326,0.20162099599838257,0.9999999813735485,8.881784197001252e-16
68401,plus_y,y logical,Y,1.0,0,9,4.5,0.21449126303195953,0.4730794429779053,0.3423665165901184,1.0000000447034836,7.105427357601002e-15
68401,plus_y,y logical,Y,1.0,1,9,4.5,0.14740216732025146,0.39792829751968384,0.3423665165901184,0.9999999813735485,0.0
68401,plus_y,y logical,Y,1.0,0,10,5.0,0.12771305441856384,0.6910067796707153,0.20590049028396606,1.0000000037252903,-8.881784197001252e-15
68401,plus_y,y logical,Y,1.0,1,10,5.0,0.08307980000972748,0.5926534533500671,0.20590049028396606,0.9999999888241291,1.4654943925052066e-14
68401,plus_y,y logical,Y,1.0,0,11,5.5,0.09221304953098297,0.37316152453422546,0.11556728184223175,1.0000000149011612,-6.661338147750939e-16
68401,plus_y,y logical,Y,1.0,1,11,5.5,0.2765411138534546,0.5091913342475891,0.11556728184223175,0.9999999664723873,-7.993605777301127e-15
68401,plus_y,y logical,Y,1.0,0,12,6.0,0.02796134352684021,0.5201938152313232,0.3329199552536011,0.9999999962747097,7.993605777301127e-15
68401,plus_y,y logical,Y,1.0,1,12,6.0,0.10196271538734436,0.5566688776016235,0.3329199552536011,0.9999999888241291,-5.551115123125783e-15
68401,plus_y,y logical,Y,1.0,0,13,6.5,0.2292616367340088,0.662354588508606,0.36582493782043457,1.000000074505806,-1.8096635301390052e-14
68401,plus_y,y logical,Y,1.0,1,13,6.5,0.25168949365615845,0.5430640578269958,0.36582493782043457,1.0000000055879354,1.887379141862766e-15
68401,plus_y,y logical,Y,1.0,0,14,7.0,0.09361208230257034,0.5782403349876404,0.3179043233394623,1.0000000912696123,1.1102230246251565e-15
68401,plus_y,y logical,Y,1.0,1,14,7.0,0.004548057913780212,0.5331692099571228,0.3179043233394623,1.0000000428408384,-5.329070518200751e-15
68401,plus_y,y logical,Y,1.0,0,15,7.5,-0.2382502257823944,0.5734081864356995,0.2901809811592102,1.0000001192092896,-6.661338147750939e-16
68401,plus_y,y logical,Y,1.0,1,15,7.5,0.25532758235931396,0.5321667194366455,0.2901809811592102,1.0000000353902578,1.7763568394002505e-15
68401,plus_y,y logical,Y,1.0,0,16,8.0,0.15071287751197815,0.3241415023803711,0.22896748781204224,0.9999999441206455,-4.440892098500626e-16
68401,plus_y,y logical,Y,1.0,1,16,8.0,0.29271528124809265,0.6454939842224121,0.22896748781204224,1.0000000968575478,-1.3322676295501878e-15
68401,plus_y,y logical,Y,1.0,0,17,8.5,0.2552804946899414,0.436661958694458,0.26157477498054504,0.9999999739229679,-3.9968028886505635e-15
68401,plus_y,y logical,Y,1.0,1,17,8.5,0.07610277831554413,0.5443207025527954,0.26157477498054504,1.0000000577419996,6.661338147750939e-16
68401,plus_y,y logical,Y,1.0,0,18,9.0,0.07483939826488495,0.514942467212677,0.19982320070266724,0.9999999850988388,0.0
68401,plus_y,y logical,Y,1.0,1,18,9.0,-0.022285692393779755,0.46566832065582275,0.19982320070266724,0.9999999105930328,1.887379141862766e-15
68401,plus_y,y logical,Y,1.0,0,19,9.5,-0.08098086714744568,0.4398059844970703,0.20781680941581726,0.9999998733401299,6.217248937900877e-15
68401,plus_y,y logical,Y,1.0,1,19,9.5,0.18932530283927917,0.5647083520889282,0.20781680941581726,0.9999999646097422,-9.325873406851315e-15
68401,plus_y,y logical,Y,1.0,0,20,10.0,0.08836525678634644,0.47567999362945557,0.36430805921554565,1.0000000074505806,4.385380947269368e-15
68401,plus_y,y logical,Y,1.0,1,20,10.0,0.021619796752929688,0.49082112312316895,0.36430805921554565,1.0000000298023224,2.4424906541753444e-15
68401,plus_y,y logical,Y,1.0,0,21,10.5,0.1718544065952301,0.5568114519119263,0.3654298186302185,0.9999999962747097,-1.0658141036401503e-14
68401,plus_y,y logical,Y,1.0,1,21,10.5,0.04895636439323425,0.5214111804962158,0.3654298186302185,1.0000000298023224,6.328271240363392e-15
68401,minus_y,-y logical,Y,-1.0,0,1,0.5,0.30936211347579956,0.6857613921165466,0.5948164463043213,1.000000037252903,-1.1102230246251565e-15
68401,minus_y,-y logical,Y,-1.0,1,1,0.5,0.30936211347579956,0.6857613921165466,0.5948164463043213,1.000000037252903,-1.1102230246251565e-15
68401,minus_y,-y logical,Y,-1.0,0,2,1.0,-0.19027039408683777,0.5388637781143188,0.16978229582309723,1.0000000447034836,-8.881784197001252e-16
68401,minus_y,-y logical,Y,-1.0,1,2,1.0,-0.19027039408683777,0.5388637781143188,0.16978229582309723,1.0000000447034836,-8.881784197001252e-16
68401,minus_y,-y logical,Y,-1.0,0,3,1.5,0.31090930104255676,0.49676787853240967,0.06723503768444061,0.9999999552965164,-2.6645352591003757e-15
68401,minus_y,-y logical,Y,-1.0,1,3,1.5,0.31090930104255676,0.5032321214675903,0.06723503768444061,1.0000000009313226,-2.220446049250313e-16
68401,minus_y,-y logical,Y,-1.0,0,4,2.0,-0.2551034092903137,0.41739702224731445,0.14239317178726196,1.0000000079162419,-4.440892098500626e-15
68401,minus_y,-y logical,Y,-1.0,1,4,2.0,-0.17659787833690643,0.4089958667755127,0.14239317178726196,1.0,8.881784197001252e-16
68401,minus_y,-y logical,Y,-1.0,0,5,2.5,-0.19024720788002014,0.5001410245895386,0.12671352922916412,1.0000000335276127,-1.5126788710517758e-15
68401,minus_y,-y logical,Y,-1.0,1,5,2.5,-0.3072613775730133,0.36442482471466064,0.12671352922916412,1.0000000447034836,6.217248937900877e-15
68401,minus_y,-y logical,Y,-1.0,0,6,3.0,-0.17040309309959412,0.600388765335083,0.04026993364095688,0.9999999776482582,-1.1102230246251565e-16
68401,minus_y,-y logical,Y,-1.0,1,6,3.0,-0.27112939953804016,0.5051909685134888,0.04026993364095688,1.0000000279396772,1.099120794378905e-14
68401,minus_y,-y logical,Y,-1.0,0,7,3.5,0.10718365013599396,0.4522549510002136,0.1450241208076477,0.9999999720603228,3.552713678800501e-15
68401,minus_y,-y logical,Y,-1.0,1,7,3.5,0.2900466024875641,0.5812957882881165,0.1450241208076477,1.0000000558793545,-8.881784197001252e-16
68401,minus_y,-y logical,Y,-1.0,0,8,4.0,0.1329203099012375,0.3969004154205322,0.1798902451992035,0.9999999776482582,8.43769498715119e-15
68401,minus_y,-y logical,Y,-1.0,1,8,4.0,-0.22418250143527985,0.47887665033340454,0.1798902451992035,1.0000000167638063,5.218048215738236e-15
68401,minus_y,-y logical,Y,-1.0,0,9,4.5,-0.22705507278442383,0.44962620735168457,0.10206175595521927,0.9999999329447746,1.1546319456101628e-14
68401,minus_y,-y logical,Y,-1.0,1,9,4.5,-0.10779213905334473,0.5119753479957581,0.10206175595521927,1.0000000484287739,1.2351231148954867e-15
68401,minus_y,-y logical,Y,-1.0,0,10,5.0,0.03929436206817627,0.46006515622138977,0.14134086668491364,1.0000000298023224,-2.886579864025407e-15
68401,minus_y,-y logical,Y,-1.0,1,10,5.0,-0.20766697824001312,0.4569166302680969,0.14134086668491364,1.0000000074505806,1.7763568394002505e-15
68401,minus_y,-y logical,Y,-1.0,0,11,5.5,0.06214924156665802,0.49171578884124756,0.1760503649711609,1.0000000149011612,7.549516567451064e-15
68401,minus_y,-y logical,Y,-1.0,1,11,5.5,-0.011862620711326599,0.6431089639663696,0.1760503649711609,1.0000000409781933,7.882583474838611e-15
68401,minus_y,-y logical,Y,-1.0,0,12,6.0,0.06121344864368439,0.5600425004959106,0.11130949854850769,1.0000000149011612,-5.329070518200751e-15
68401,minus_y,-y logical,Y,-1.0,1,12,6.0,-0.0994265079498291,0.44039657711982727,0.11130949854850769,0.9999999767169356,-1.021405182655144e-14
68401,minus_y,-y logical,Y,-1.0,0,13,6.5,0.12095531821250916,0.3588661551475525,0.10771509259939194,0.9999999850988388,2.0872192862952943e-14
68401,minus_y,-y logical,Y,-1.0,1,13,6.5,0.06713485717773438,0.7137634754180908,0.10771509259939194,1.0000000204890966,-6.661338147750939e-16
68401,minus_y,-y logical,Y,-1.0,0,14,7.0,-0.15775816142559052,0.38457465171813965,0.0894676148891449,1.0000000074505806,-1.2434497875801753e-14
68401,minus_y,-y logical,Y,-1.0,1,14,7.0,-0.049412816762924194,0.7774392366409302,0.0894676148891449,0.9999999408610165,-4.440892098500626e-16
68401,minus_y,-y logical,Y,-1.0,0,15,7.5,-0.07040631771087646,0.5257211327552795,0.11150765419006348,1.0000000353902578,7.993605777301127e-15
68401,minus_y,-y logical,Y,-1.0,1,15,7.5,0.11278492212295532,0.7424600124359131,0.11150765419006348,0.9999999832361937,1.5543122344752192e-15
68401,minus_y,-y logical,Y,-1.0,0,16,8.0,-0.09023652970790863,0.508368968963623,0.09857277572154999,1.0000000707805157,-4.440892098500626e-16
68401,minus_y,-y logical,Y,-1.0,1,16,8.0,-0.0830351710319519,0.6790316104888916,0.09857277572154999,1.0000000018626451,1.1934897514720433e-15
68401,minus_y,-y logical,Y,-1.0,0,17,8.5,0.31947770714759827,0.4592397212982178,0.10642701387405396,0.9999999590218067,2.220446049250313e-16
68401,minus_y,-y logical,Y,-1.0,1,17,8.5,0.09401337802410126,0.7498435974121094,0.10642701387405396,1.0000000223517418,-3.3306690738754696e-16
68401,minus_y,-y logical,Y,-1.0,0,18,9.0,-0.1912410855293274,0.45629972219467163,0.07855016738176346,1.000000037252903,-7.105427357601002e-15
68401,minus_y,-y logical,Y,-1.0,1,18,9.0,-0.025357309728860855,0.7819584012031555,0.07855016738176346,1.0000000270083547,1.1102230246251565e-15
68401,minus_y,-y logical,Y,-1.0,0,19,9.5,0.18078452348709106,0.4855332374572754,0.09409284591674805,1.0000001043081284,-2.4868995751603507e-14
68401,minus_y,-y logical,Y,-1.0,1,19,9.5,0.04213868826627731,0.7451322674751282,0.09409284591674805,0.999999986961484,-1.3322676295501878e-15
68401,minus_y,-y logical,Y,-1.0,0,20,10.0,-0.1328069120645523,0.497292697429657,0.035723134875297546,0.9999999813735485,-8.881784197001252e-15
68401,minus_y,-y logical,Y,-1.0,1,20,10.0,-0.003278259187936783,0.7342080473899841,0.035723134875297546,1.000000006519258,3.3861802251067274e-15
68401,minus_y,-y logical,Y,-1.0,0,21,10.5,0.14503008127212524,0.5955169796943665,0.057669274508953094,1.0000000149011612,-9.769962616701378e-15
68401,minus_y,-y logical,Y,-1.0,1,21,10.5,0.04970626160502434,0.7665263414382935,0.057669274508953094,1.0000000186264515,-1.4432899320127035e-15
68407,plus_z,zero logical,Z,1.0,0,1,0.5,0.3903922438621521,0.7482649087905884,0.5202900171279907,1.0000000316649675,-4.718447854656915e-16
68407,plus_z,zero logical,Z,1.0,1,1,0.5,0.3903922438621521,0.7482649087905884,0.5202900171279907,1.0000000316649675,-4.718447854656915e-16
68407,plus_z,zero logical,Z,1.0,0,2,1.0,0.6000292301177979,0.5455337166786194,0.5203518867492676,0.9999999962747097,5.551115123125783e-16
68407,plus_z,zero logical,Z,1.0,1,2,1.0,0.6000292301177979,0.5455337166786194,0.5203518867492676,0.9999999962747097,5.551115123125783e-16
68407,plus_z,zero logical,Z,1.0,0,3,1.5,0.441832959651947,0.5376797914505005,0.3777405023574829,0.9999999348074198,-5.551115123125783e-17
68407,plus_z,zero logical,Z,1.0,1,3,1.5,0.441832959651947,0.4623202085494995,0.3777405023574829,1.0,-4.3298697960381105e-15
68407,plus_z,zero logical,Z,1.0,0,4,2.0,0.4553806185722351,0.3649101257324219,0.3480494022369385,1.0000000093132257,-1.0658141036401503e-14
68407,plus_z,zero logical,Z,1.0,1,4,2.0,0.2512330412864685,0.49680352210998535,0.3480494022369385,1.0000000018626451,-4.884981308350689e-15
68407,plus_z,zero logical,Z,1.0,0,5,2.5,0.23697257041931152,0.5766535997390747,0.18080316483974457,0.9999999850988388,-9.325873406851315e-15
68407,plus_z,zero logical,Z,1.0,1,5,2.5,0.15563416481018066,0.6035909056663513,0.18080316483974457,0.9999999925494194,-1.7763568394002505e-15
68407,plus_z,zero logical,Z,1.0,0,6,3.0,0.2382473349571228,0.547935962677002,0.3768904209136963,1.0000000055879354,2.6645352591003757e-15
68407,plus_z,zero logical,Z,1.0,1,6,3.0,0.6272894144058228,0.4886918067932129,0.3768904209136963,1.0000000083819032,-8.881784197001252e-15
68407,plus_z,zero logical,Z,1.0,0,7,3.5,0.6479882001876831,0.5665745735168457,0.3862048387527466,0.9999999403953552,-2.220446049250313e-15
68407,plus_z,zero logical,Z,1.0,1,7,3.5,0.11806070804595947,0.43748965859413147,0.3862048387527466,1.000000105239451,7.521760991835436e-15
68407,plus_z,zero logical,Z,1.0,0,8,4.0,0.1376558244228363,0.45964759588241577,0.42010360956192017,0.999999962747097,-7.771561172376096e-16
68407,plus_z,zero logical,Z,1.0,1,8,4.0,0.45495814085006714,0.5173983573913574,0.42010360956192017,1.0000000596046448,-6.217248937900877e-15
68407,plus_z,zero logical,Z,1.0,0,9,4.5,0.29377317428588867,0.5308388471603394,0.3115096390247345,0.9999999273568392,-9.769962616701378e-15
68407,plus_z,zero logical,Z,1.0,1,9,4.5,0.03423959016799927,0.6844674944877625,0.3115096390247345,1.000000024214387,5.329070518200751e-15
68407,plus_z,zero logical,Z,1.0,0,10,5.0,0.18601223826408386,0.5842111110687256,0.45288944244384766,1.000000013038516,-9.325873406851315e-15
68407,plus_z,zero logical,Z,1.0,1,10,5.0,0.5017729997634888,0.4974093735218048,0.45288944244384766,0.9999999739229679,5.551115123125783e-16
68407,plus_z,zero logical,Z,1.0,0,11,5.5,0.6409473419189453,0.44554972648620605,0.38722866773605347,1.0000000074505806,2.525757381022231e-15
68407,plus_z,zero logical,Z,1.0,1,11,5.5,-0.02995121479034424,0.47184062004089355,0.38722866773605347,1.0,2.5413698923060224e-15
68407,plus_z,zero logical,Z,1.0,0,12,6.0,0.09490877389907837,0.5211677551269531,0.2275320142507553,1.0000000428408384,-3.9968028886505635e-15
68407,plus_z,zero logical,Z,1.0,1,12,6.0,0.35139602422714233,0.5815956592559814,0.2275320142507553,1.000000024214387,3.3306690738754696e-15
68407,plus_z,zero logical,Z,1.0,0,13,6.5,0.552707850933075,0.5069824457168579,0.524339497089386,0.9999999739229679,5.551115123125783e-17
68407,plus_z,zero logical,Z,1.0,1,13,6.5,0.25558745861053467,0.5377576351165771,0.524339497089386,1.0000000391155481,7.771561172376096e-16
68407,plus_z,zero logical,Z,1.0,0,14,7.0,0.1355152130126953,0.5471973419189453,0.3383219242095947,0.9999999701976776,-7.494005416219807e-16
68407,plus_z,zero logical,Z,1.0,1,14,7.0,0.39879119396209717,0.45826172828674316,0.3383219242095947,0.9999999590218067,5.10702591327572e-15
68407,plus_z,zero logical,Z,1.0,0,15,7.5,0.39649006724357605,0.4678857922554016,0.11729741841554642,1.0000000828877091,7.105427357601002e-15
68407,plus_z,zero logical,Z,1.0,1,15,7.5,0.36727556586265564,0.45452994108200073,0.11729741841554642,0.9999999795109034,1.7763568394002505e-15
68407,plus_z,zero logical,Z,1.0,0,16,8.0,0.04904840886592865,0.5693330764770508,0.4298040270805359,0.9999999944120646,-8.43769498715119e-15
68407,plus_z,zero logical,Z,1.0,1,16,8.0,0.3009900450706482,0.48326218128204346,0.4298040270805359,0.9999999515712261,-3.552713678800501e-15
68407,plus_z,zero logical,Z,1.0,0,17,8.5,0.62702476978302,0.49682551622390747,0.405811071395874,1.0000000335276127,5.329070518200751e-15
68407,plus_z,zero logical,Z,1.0,1,17,8.5,0.3512229025363922,0.5063258409500122,0.405811071395874,0.9999999217689037,-2.7755575615628914e-15
68407,plus_z,zero logical,Z,1.0,0,18,9.0,0.029582787305116653,0.5120675563812256,0.3783877491950989,1.0000000186264515,1.0658141036401503e-14
68407,plus_z,zero logical,Z,1.0,1,18,9.0,0.3422546684741974,0.561317503452301,0.3783877491950989,0.9999999646097422,6.38378239159465e-15
68407,plus_z,zero logical,Z,1.0,0,19,9.5,0.5007556676864624,0.6400548219680786,0.45608657598495483,0.9999999888241291,-3.9968028886505635e-15
68407,plus_z,zero logical,Z,1.0,1,19,9.5,0.45375674962997437,0.4471548795700073,0.45608657598495483,1.0000000279396772,-4.440892098500626e-15
68407,plus_z,zero logical,Z,1.0,0,20,10.0,-0.06261280924081802,0.3363420367240906,0.3911049962043762,0.9999998919665813,8.215650382226158e-15
68407,plus_z,zero logical,Z,1.0,1,20,10.0,0.3035869896411896,0.4188796281814575,0.3911049962043762,1.000000026077032,-2.7755575615628914e-15
68407,plus_z,zero logical,Z,1.0,0,21,10.5,0.21399147808551788,0.47397148609161377,0.09454917162656784,1.000000050291419,5.773159728050814e-15
68407,plus_z,zero logical,Z,1.0,1,21,10.5,0.294341504573822,0.4973376989364624,0.09454917162656784,1.0000000763684511,-6.661338147750939e-15
68407,minus_z,one logical,Z,-1.0,0,1,0.5,0.47344332933425903,0.37705326080322266,0.7399351596832275,0.9999999839346856,-1.8318679906315083e-15
68407,minus_z,one logical,Z,-1.0,1,1,0.5,0.05057681351900101,0.6229467391967773,0.7399351596832275,1.000000026077032,-1.3322676295501878e-15
68407,minus_z,one logical,Z,-1.0,0,2,1.0,-0.2888103127479553,0.7497988343238831,0.04748077690601349,1.0000000193249434,3.9968028886505635e-15
68407,minus_z,one logical,Z,-1.0,1,2,1.0,-0.5866207480430603,0.5308936834335327,0.04748077690601349,0.9999999795109034,1.3322676295501878e-15
68407,minus_z,one logical,Z,-1.0,0,3,1.5,0.679425835609436,0.5120806694030762,0.029681390151381493,1.0000000605359674,-1.5543122344752192e-15
68407,minus_z,one logical,Z,-1.0,1,3,1.5,0.39060893654823303,0.5927764177322388,0.029681390151381493,0.9999999324791133,-3.9968028886505635e-15
68407,minus_z,one logical,Z,-1.0,0,4,2.0,-0.11202685534954071,0.7029755115509033,0.13976745307445526,0.9999999925494194,-9.992007221626409e-16
68407,minus_z,one logical,Z,-1.0,1,4,2.0,-0.17999523878097534,0.6346418857574463,0.13976745307445526,1.0000000204890966,-2.220446049250313e-16
68407,minus_z,one logical,Z,-1.0,0,5,2.5,0.7387419939041138,0.726795494556427,0.11819146573543549,0.9999999981373549,-6.661338147750939e-16
68407,minus_z,one logical,Z,-1.0,1,5,2.5,0.19640259444713593,0.6015859842300415,0.11819146573543549,1.0000000149011612,-7.993605777301127e-15
68407,minus_z,one logical,Z,-1.0,0,6,3.0,0.05036918818950653,0.7546406984329224,0.08484112471342087,0.9999999972060323,-4.551914400963142e-15
68407,minus_z,one logical,Z,-1.0,1,6,3.0,-0.03222857415676117,0.5087215900421143,0.08484112471342087,0.9999999720603228,4.440892098500626e-16
68407,minus_z,one logical,Z,-1.0,0,7,3.5,0.7227439284324646,0.3013342022895813,0.06823945045471191,1.0000000186264515,-3.885780586188048e-16
68407,minus_z,one logical,Z,-1.0,1,7,3.5,0.455118328332901,0.629016637802124,0.06823945045471191,1.000000063329935,9.43689570931383e-16
68407,minus_z,one logical,Z,-1.0,0,8,4.0,-0.014921240508556366,0.6476524472236633,0.23460954427719116,1.0000000577419996,7.771561172376096e-16
68407,minus_z,one logical,Z,-1.0,1,8,4.0,0.2218078374862671,0.22398275136947632,0.23460954427719116,1.0000000670552254,2.4868995751603507e-14
68407,minus_z,one logical,Z,-1.0,0,9,4.5,0.40546536445617676,0.6507065296173096,0.22351163625717163,1.0000000316649675,1.2212453270876722e-15
68407,minus_z,one logical,Z,-1.0,1,9,4.5,0.014837205410003662,0.6173672676086426,0.22351163625717163,1.0000000409781933,-3.552713678800501e-15
68407,minus_z,one logical,Z,-1.0,0,10,5.0,0.1419551968574524,0.3227474093437195,0.0702696368098259,1.0000001061707735,7.313594174718219e-15
68407,minus_z,one logical,Z,-1.0,1,10,5.0,-0.23899425566196442,0.3904581665992737,0.0702696368098259,1.0000000186264515,2.55351295663786e-15
68407,minus_z,one logical,Z,-1.0,0,11,5.5,-0.1103600561618805,0.39650964736938477,0.11818459630012512,0.9999999925494194,-6.217248937900877e-15
68407,minus_z,one logical,Z,-1.0,1,11,5.5,-0.08038150519132614,0.49876725673675537,0.11818459630012512,1.0000000167638063,4.440892098500626e-16
68407,minus_z,one logical,Z,-1.0,0,12,6.0,-0.09194266051054001,0.5599712133407593,0.13396157324314117,0.9999999273568392,-1.687538997430238e-14
68407,minus_z,one logical,Z,-1.0,1,12,6.0,-0.37987926602363586,0.5748133659362793,0.13396157324314117,1.000000074505806,0.0
68407,minus_z,one logical,Z,-1.0,0,13,6.5,0.1900281310081482,0.7382215857505798,0.11501816660165787,1.0000000484287739,3.9968028886505635e-15
68407,minus_z,one logical,Z,-1.0,1,13,6.5,0.055137068033218384,0.47805505990982056,0.11501816660165787,1.000000098720193,-7.549516567451064e-15
68407,minus_z,one logical,Z,-1.0,0,14,7.0,-0.21313677728176117,0.5720176696777344,0.12148088216781616,1.0000000447034836,3.164135620181696e-15
68407,minus_z,one logical,Z,-1.0,1,14,7.0,-0.2896537184715271,0.4515230059623718,0.12148088216781616,1.000000100582838,-1.0658141036401503e-14
68407,minus_z,one logical,Z,-1.0,0,15,7.5,0.30067580938339233,0.6133506298065186,0.17790314555168152,1.000000011175871,3.3306690738754696e-16
68407,minus_z,one logical,Z,-1.0,1,15,7.5,0.047128841280937195,0.416370153427124,0.17790314555168152,0.9999999888241291,3.552713678800501e-15
68407,minus_z,one logical,Z,-1.0,0,16,8.0,-0.20127300918102264,0.6966185569763184,0.10829922556877136,1.0000000167638063,6.661338147750939e-16
68407,minus_z,one logical,Z,-1.0,1,16,8.0,-0.18039120733737946,0.6204731464385986,0.10829922556877136,0.999999962747097,0.0
68407,minus_z,one logical,Z,-1.0,0,17,8.5,0.5026189088821411,0.3230963945388794,0.05744723975658417,1.0000000018626451,4.3298697960381105e-15
68407,minus_z,one logical,Z,-1.0,1,17,8.5,-0.016933664679527283,0.35670918226242065,0.05744723975658417,0.9999999403953552,-1.9984014443252818e-15
68407,minus_z,one logical,Z,-1.0,0,18,9.0,0.020583022385835648,0.3754982352256775,0.1657271385192871,0.9999999795109034,8.881784197001252e-16
68407,minus_z,one logical,Z,-1.0,1,18,9.0,-0.22679948806762695,0.5660468339920044,0.1657271385192871,1.000000026077032,-2.886579864025407e-15
68407,minus_z,one logical,Z,-1.0,0,19,9.5,0.17989318072795868,0.4897512197494507,0.19919058680534363,1.0000000689178705,-3.552713678800501e-15
68407,minus_z,one logical,Z,-1.0,1,19,9.5,0.03915770351886749,0.3768807649612427,0.19919058680534363,0.9999999776482582,-8.326672684688674e-16
68407,minus_z,one logical,Z,-1.0,0,20,10.0,-0.20033001899719238,0.6242715120315552,0.07075756788253784,1.0000000298023224,3.552713678800501e-15
68407,minus_z,one logical,Z,-1.0,1,20,10.0,-0.284517765045166,0.5246433019638062,0.07075756788253784,1.0000000037252903,8.881784197001252e-16
68407,minus_z,one logical,Z,-1.0,0,21,10.5,0.12169325351715088,0.5860122442245483,0.15731924772262573,0.999999925494194,-8.881784197001252e-16
68407,minus_z,one logical,Z,-1.0,1,21,10.5,-0.24511295557022095,0.3719565272331238,0.15731924772262573,1.0000000074505806,-6.38378239159465e-15
68407,plus_x,x logical,X,1.0,0,1,0.5,0.7408186793327332,0.7701550722122192,0.6278870701789856,1.0000000373984221,2.4424906541753444e-15
68407,plus_x,x logical,X,1.0,1,1,0.5,0.7408186793327332,0.7701550722122192,0.6278870701789856,1.0000000373984221,2.4424906541753444e-15
68407,plus_x,x logical,X,1.0,0,2,1.0,0.19628596305847168,0.5244492292404175,0.24276621639728546,1.0000000428408384,2.275957200481571e-15
68407,plus_x,x logical,X,1.0,1,2,1.0,0.19628596305847168,0.4755507707595825,0.24276621639728546,1.0000000037252903,1.7763568394002505e-15
68407,plus_x,x logical,X,1.0,0,3,1.5,0.30422481894493103,0.5202088952064514,0.0890333354473114,1.0000000037252903,-3.3584246494910985e-15
68407,plus_x,x logical,X,1.0,1,3,1.5,0.49427977204322815,0.3664853870868683,0.0890333354473114,1.0000000018626451,-1.1102230246251565e-15
68407,plus_x,x logical,X,1.0,0,4,2.0,0.1586519181728363,0.4321255087852478,0.3888028562068939,0.9999999590218067,2.4424906541753444e-15
68407,plus_x,x logical,X,1.0,1,4,2.0,0.2528652548789978,0.364604115486145,0.3888028562068939,0.9999999608844519,8.881784197001252e-16
68407,plus_x,x logical,X,1.0,0,5,2.5,0.4528399407863617,0.4461284875869751,0.3651553690433502,1.000000063329935,8.881784197001252e-16
68407,plus_x,x logical,X,1.0,1,5,2.5,0.3225574493408203,0.4617340564727783,0.3651553690433502,0.9999999944120646,4.6629367034256575e-15
68407,plus_x,x logical,X,1.0,0,6,3.0,0.39219701290130615,0.5594429969787598,0.32225272059440613,1.0000000335276127,-3.9968028886505635e-15
68407,plus_x,x logical,X,1.0,1,6,3.0,0.3847786486148834,0.39519691467285156,0.32225272059440613,1.0000000298023224,-1.2878587085651816e-14
68407,plus_x,x logical,X,1.0,0,7,3.5,0.40663817524909973,0.6354012489318848,0.12190192937850952,1.0000000447034836,7.16093850883226e-15
68407,plus_x,x logical,X,1.0,1,7,3.5,0.13505113124847412,0.6102465391159058,0.12190192937850952,0.9999999031424522,-1.509903313490213e-14
68407,plus_x,x logical,X,1.0,0,8,4.0,0.1206369400024414,0.679146409034729,0.09665673226118088,1.0000000800937414,-3.552713678800501e-15
68407,plus_x,x logical,X,1.0,1,8,4.0,0.1376415193080902,0.3308010697364807,0.09665673226118088,0.9999999590218067,-3.1086244689504383e-15
68407,plus_x,x logical,X,1.0,0,9,4.5,0.512537956237793,0.5657835602760315,0.3055785298347473,1.0000000270083547,-3.0531133177191805e-15
68407,plus_x,x logical,X,1.0,1,9,4.5,0.02728860080242157,0.46489888429641724,0.3055785298347473,1.0000000335276127,-9.783840404509192e-16
68407,plus_x,x logical,X,1.0,0,10,5.0,0.16783004999160767,0.4726681709289551,0.30786508321762085,1.000000013038516,2.886579864025407e-15
68407,plus_x,x logical,X,1.0,1,10,5.0,-0.044388651847839355,0.7120751142501831,0.30786508321762085,1.0000000447034836,3.9968028886505635e-15
68407,plus_x,x logical,X,1.0,0,11,5.5,0.4352262020111084,0.5057156085968018,0.1826651245355606,1.0000000968575478,1.9984014443252818e-15
68407,plus_x,x logical,X,1.0,1,11,5.5,0.059117089956998825,0.5789663195610046,0.1826651245355606,0.9999999776482582,-3.774758283725532e-15
68407,plus_x,x logical,X,1.0,0,12,6.0,0.12626972794532776,0.44725579023361206,0.20451919734477997,1.0000000726431608,1.6653345369377348e-15
68407,plus_x,x logical,X,1.0,1,12,6.0,-0.12240969389677048,0.5428655743598938,0.20451919734477997,0.9999999776482582,3.9968028886505635e-15
68407,plus_x,x logical,X,1.0,0,13,6.5,0.36309006810188293,0.4592159390449524,0.2274549901485443,0.9999999888241291,1.9984014443252818e-15
68407,plus_x,x logical,X,1.0,1,13,6.5,-0.17057231068611145,0.5363731384277344,0.2274549901485443,0.9999999441206455,7.105427357601002e-15
68407,plus_x,x logical,X,1.0,0,14,7.0,0.04218612611293793,0.41282427310943604,0.1564258188009262,0.9999999161809683,1.9442780718748054e-14
68407,plus_x,x logical,X,1.0,1,14,7.0,-0.3833391070365906,0.7458925247192383,0.1564258188009262,1.0000000670552254,-2.886579864025407e-15
68407,plus_x,x logical,X,1.0,0,15,7.5,0.29990673065185547,0.49121350049972534,0.11036771535873413,1.0000000763684511,-5.384581669432009e-15
68407,plus_x,x logical,X,1.0,1,15,7.5,-0.16720841825008392,0.42262744903564453,0.11036771535873413,1.0000000298023224,8.215650382226158e-15
68407,plus_x,x logical,X,1.0,0,16,8.0,-0.06166248023509979,0.6014183163642883,0.13054384291172028,0.9999999888241291,2.220446049250313e-16
