split,data_seed,trajectory_index,half_cycle_index,history_length,history_sha256,latest_observed_outcome,teacher_student_squared_error,teacher_latest_squared_error,scope,offline_teacher_target_layer1_phi,student_prediction_layer1_phi,offline_teacher_target_layer1_theta,student_prediction_layer1_theta,offline_teacher_target_layer1_beta_real,student_prediction_layer1_beta_real,offline_teacher_target_layer1_beta_imag,student_prediction_layer1_beta_imag,offline_teacher_target_layer2_phi,student_prediction_layer2_phi,offline_teacher_target_layer2_theta,student_prediction_layer2_theta,offline_teacher_target_layer2_beta_real,student_prediction_layer2_beta_real,offline_teacher_target_layer2_beta_imag,student_prediction_layer2_beta_imag,offline_teacher_target_layer3_phi,student_prediction_layer3_phi,offline_teacher_target_layer3_theta,student_prediction_layer3_theta,offline_teacher_target_layer3_beta_real,student_prediction_layer3_beta_real,offline_teacher_target_layer3_beta_imag,student_prediction_layer3_beta_imag,offline_teacher_target_layer4_phi,student_prediction_layer4_phi,offline_teacher_target_layer4_theta,student_prediction_layer4_theta,offline_teacher_target_virtual_rotation,student_prediction_virtual_rotation
training,20261501,76,17,17,ca67431701804d3b8b9e9c1e20e63ec2e6dcf94abc5b7660f4b5e9e04a4fe286,e,2.6705660530613515e-07,7.275520584331558e-06,offline_teacher_target_distillation_source_data,0.13320736732614727,0.13385728343855807,0.006873633320019042,0.006653709569109743,-0.03735068765870457,-0.03688652799008661,0.08605458253749967,0.08627479302493711,0.0704859732916869,0.07059929206895277,0.036450075865470416,0.036264585921411074,-0.008294426812477582,-0.008394631992928088,0.038722476839590604,0.037292964690385205,-0.033381510950175386,-0.03318853688035472,-0.014617626905652954,-0.014414273398278431,0.008139490587636756,0.00798556486245673,0.08282038992364651,0.08224309603578674,0.05482590053552741,0.055123121641143344,-0.012603505970506454,-0.011827016661829467,0.010649184714771056,0.010440541355460489
training,20261501,76,18,18,4caf38541a4fb43548bf58145d660d8e4658184a3e2a668892aae8fdbf9baee2,g,1.049090291322171e-06,0.00012746290602122135,offline_teacher_target_distillation_source_data,0.17371387826502202,0.17535812821134683,0.010586662991054293,0.010672895892752329,-0.04099741971959861,-0.04159425444474855,0.10239084913196601,0.10334755268552484,0.08924436388368252,0.08988626833564382,0.04401899760736329,0.044433060110554576,0.004630946089437334,0.004562833322482057,0.037735204837421404,0.039148929819826365,-0.04161327278019649,-0.04201756698968242,-0.033544052452109396,-0.033388659561348094,0.01586730250141239,0.015878967297874667,0.08528300164590928,0.08814288887118323,0.0710587242081974,0.07194817201119942,-0.013308298449176949,-0.013247159390329877,0.005423025828134392,0.005497678954055802
training,20261501,76,19,19,868252aeb2d780b8573cab57fd40c1bd32f265b81fc6fa1ca9ea38b0220318de,e,1.4176985556339969e-07,1.2727515153956945e-06,offline_teacher_target_distillation_source_data,0.12888724788236072,0.1292116127728168,0.006644725721608083,0.006484085390299944,-0.03653834064289949,-0.036207455057721515,0.08398214553580158,0.08413990370282871,0.06851403592963934,0.06848941515415621,0.035493214667890245,0.03531556498614837,-0.008732369681045385,-0.008780521734794159,0.03796119352246646,0.03694580882880569,-0.03243374243650837,-0.03220735604111314,-0.013657321533120135,-0.01345554814639103,0.007666355291555721,0.007562189411974618,0.08105687786271096,0.0808484878348528,0.052853748780056345,0.05309146773428607,-0.012537545446661897,-0.011773176228241818,0.010576462198272768,0.0104834251087004
training,20261501,77,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,4.727153316489504e-07,2.530521483647923e-32,offline_teacher_target_distillation_source_data,0.10940769765753414,0.11066962601373732,0.006483859568254927,0.0063792286015897206,-0.02913511872006562,-0.02946788963792808,0.0689537146454493,0.06990624144487682,0.05765861315792151,0.05821824961279425,0.029119702501004364,0.029377284671967662,-0.00388889198163285,-0.0039557710182667166,0.028701873547235853,0.02884938790792417,-0.026132002582426136,-0.026381642915260368,-0.014707552586256285,-0.014587813881395685,0.008596520331406806,0.008492304252768687,0.06180304082121701,0.06368855543982156,0.04522785089569843,0.045761188670830455,-0.007757976493585373,-0.007484291785964223,0.00699069674067287,0.006742777357445879
training,20261501,77,1,1,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,g,5.000561359635006e-07,0.00028150326884594974,offline_teacher_target_distillation_source_data,0.16007523067955196,0.16087760884266036,0.010421235418980351,0.010519082902319375,-0.03631117897255834,-0.036804153025933366,0.09242335195735485,0.09314702325699675,0.08170906864805311,0.08221295143450835,0.03976418409153824,0.04011571620565371,0.007051739515350478,0.006957758338257821,0.03215550947985766,0.033240308911238,-0.03738649684177359,-0.03776461949786271,-0.033476320263016016,-0.0334863470023489,0.016144863964523616,0.016173395349609137,0.07330666558706359,0.07529549404871612,0.06573293190597312,0.06600465371958932,-0.010463937511180809,-0.010891162196627054,0.003474002226566015,0.0038764385863457192
training,20261501,77,2,2,96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7,g,1.687930007739962e-07,2.831743158372154e-05,offline_teacher_target_distillation_source_data,0.1920470502332017,0.1922321201887981,0.0127398123412446,0.012838964589218117,-0.041174617989707445,-0.04154106618917729,0.10724205653985848,0.10763017881642448,0.09682128489964635,0.09708398928759975,0.04661889989148673,0.046847163001871805,0.012844622560023345,0.012845999627080277,0.03553055703907366,0.03631297447899019,-0.04465485411337364,-0.04487670350485225,-0.044001881930079687,-0.04412449497850435,0.020547456789392574,0.02063629823435524,0.08229803220402006,0.08333228279146906,0.0788303634184207,0.0788564232403069,-0.012397818785578092,-0.01273944348458951,0.0021610454625473467,0.0026197266583440526
training,20261501,77,3,3,709e80c88487a2411e1ee4dfb9f22a861492d20c4765150c0c794abd70f8147c,g,3.07834093156982e-08,6.595918138827202e-06,offline_teacher_target_distillation_source_data,0.21197497716247,0.21181277900763334,0.014068837571751563,0.014138974360156091,-0.044382655959738754,-0.04459961863330029,0.11648316228286187,0.11665576998002262,0.1062259015446223,0.1063005141884405,0.0509530352517968,0.05106680865758714,0.01594787240857022,0.016022917408921915,0.03814021674814457,0.0384631552005574,-0.04925519783222879,-0.049320333741233915,-0.049933874344908175,-0.05011280061250649,0.023129664952201097,0.023229354599338076,0.08869558397407429,0.0888970553358973,0.0870854317644008,0.08701549973318093,-0.013563260350466178,-0.013742165428089417,0.0017500805329221003,0.002068736354648901
training,20261501,77,4,4,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,g,1.8566148863432375e-08,4.5965167384468676e-05,offline_teacher_target_distillation_source_data,0.2243510433526569,0.22404075461047618,0.014826782903290382,0.014867470737397408,-0.046461839081421485,-0.046574479208334435,0.1222248338074805,0.12228032434720915,0.11205285068297571,0.11201257894726696,0.05367122738013977,0.05371191750250898,0.01764664495106331,0.01773697872154859,0.039976051145210904,0.03996780223534076,-0.05212864187049963,-0.05209671400590456,-0.05331561533898508,-0.053483669719290736,0.024656906239196193,0.024735984137471197,0.09303244019677501,0.09275017310002244,0.09228791846113903,0.09219537236544803,-0.01420217718170305,-0.014286158002447317,0.0016772357732110145,0.0018271612506003353
training,20261501,77,5,5,8855508aade16ec573d21e6a485dfd0a7624085c1a14b5ecdd6485de0c6839a4,g,2.9737992154080864e-08,9.096350968666035e-05,offline_teacher_target_distillation_source_data,0.2320409368367602,0.23167703430500247,0.015261389479054536,0.0152757038011157,-0.047795031377416086,-0.04784961650353374,0.12579359151547984,0.12578542570356452,0.11565966276565504,0.11555270759228922,0.05537058457335719,0.055370019004943705,0.01859967236257219,0.018661776398163417,0.0412082966246695,0.04102071963738695,-0.0539103441400733,-0.05383139645336429,-0.055270349622672944,-0.055381161134984966,0.025568968791642884,0.025611372962731166,0.09589522483472522,0.09541811979248552,0.09557953853660356,0.09548386714913384,-0.014528734627013951,-0.014581282610894225,0.0017136049563080966,0.0017212455375565656
training,20261501,77,6,6,186128bf8a4d60eb4b51102ae2a2cb6a0b80011977582480395a454454bec7e1,e,8.671254248299975e-06,0.0003043857305140659,offline_teacher_target_distillation_source_data,0.17419722915505742,0.1701575454136039,0.009679507718570074,0.009153411148669617,-0.04363821996365552,-0.04101008202035915,0.10426535149532185,0.10121708652975708,0.08920901655737924,0.08717610209679186,0.04498186127583064,0.04334374575797328,-0.0012040385149710896,-0.0012395359087666261,0.043382292307090196,0.038386335733583854,-0.0423011859444494,-0.04076971559898167,-0.02714594253946854,-0.02700721945112658,0.013847494893211907,0.013454337461060298,0.09459429322162327,0.08705181237185902,0.07248979616187859,0.07032227027867473,-0.01348959563521411,-0.012547954901840715,0.009537189639282502,0.008827354542063598
training,20261501,77,7,7,7038169d3d9d2db474c01f04fe51cbd9f5f3ff97d8a6e5baefaf18400c57dcad,g,4.3342532742739686e-07,8.908873407718042e-06,offline_teacher_target_distillation_source_data,0.1986035607626796,0.19802737146380994,0.012194028481052705,0.012073672706591095,-0.04498371599221229,-0.04425677026953227,0.11345548456597693,0.11265926874544141,0.1005938893205556,0.10015996838989563,0.04926737564708558,0.04887067166045894,0.008458498225738586,0.008423264793540856,0.041042117270355685,0.03991404573848633,-0.04708164695600222,-0.04675428761171058,-0.04056779826775189,-0.04047733796345173,0.01915747052364034,0.019056458711349474,0.09320044847469029,0.09147250390741875,0.0819167054261827,0.08159750599281726,-0.013844741673353611,-0.013638279831723516,0.005132718837394866,0.004790396503379971
training,20261501,77,8,8,9d834baed97defca2cde055fc37b5018b9b4747866578d5446ecf4f37e1d91f1,e,2.021654878251021e-06,5.595482395479391e-05,offline_teacher_target_distillation_source_data,0.14636557833595396,0.14569299303416985,0.00766387849696651,0.007296443782252987,-0.03963609969693507,-0.03825163254391469,0.09212586588736958,0.09122693363029968,0.07647794732919208,0.07596927688085192,0.039278336924943064,0.03857295564307469,-0.006581113143339163,-0.0067157244766352766,0.04071263962169321,0.03753464100203556,-0.03627182916561688,-0.03564040924504315,-0.0179886079491219,-0.01782355691377204,0.009750305675696784,0.009485891575407624,0.08749348984705232,0.083687529354839,0.06068095117486849,0.06015587639303575,-0.012805657836528636,-0.012000315500034265,0.010656013409258265,0.010173262179904798
training,20261501,77,9,9,ba25e3ca91d34fe043ee80235c088191402464133b0c3911d168fff88b9237bc,g,2.05499791394408e-07,7.293766001137862e-05,offline_teacher_target_distillation_source_data,0.18156687556888335,0.18274944070580978,0.011032843635864679,0.011033069759342628,-0.04239549956771049,-0.04247568159481584,0.10601535551788353,0.10643362024209135,0.09282153138578718,0.0932143883515388,0.04572381149201779,0.045880074781052334,0.00555709743598824,0.005468664262648042,0.03901020350534057,0.039318049346410644,-0.043347288203114426,-0.0435494968944432,-0.035440999756903006,-0.03530777478041644,0.01679221847182242,0.0167506940266521,0.08823441773726769,0.0891430324774672,0.07458503341553778,0.07514326751336904,-0.013432356735320056,-0.013341176761485841,0.005504736546790605,0.005380493598502604
training,20261501,77,10,10,084004d638941eac057200d2e7237f9940380bf44947da8700eca72961b37dfe,g,6.951074003395398e-07,2.4252836051207337e-07,offline_teacher_target_distillation_source_data,0.20434495546614362,0.20589091629400394,0.013059748496650937,0.013126991319217945,-0.04463030911834667,-0.045203085518742026,0.11508401077772308,0.11591010040194516,0.10322435344785237,0.1039022771766163,0.0500555907008042,0.050460583913752424,0.012036113437020605,0.012042579859514025,0.039393464203587504,0.040566037503990265,-0.048056862593086815,-0.04849109502327962,-0.04513797308110915,-0.04514979245037422,0.02089836922225191,0.02097172296746314,0.09085398489432456,0.09292049073406494,0.08391210795350433,0.08465816508310017,-0.014110163459766307,-0.014068615284400635,0.0032659154264545786,0.0032791615769258383
training,20261501,77,11,11,12d3fc9bdcf511c487ba027a35be075b2886b3bc641590f5ec88db8c1c5cd914,g,6.474827366692262e-07,2.429252201750807e-05,offline_teacher_target_distillation_source_data,0.2189300857169573,0.2203425954496624,0.014237870009821275,0.014300378092685074,-0.04632042418677875,-0.04696412855460852,0.12095443902893979,0.12181563909769672,0.10985042144472,0.11052623943579834,0.05290760136806099,0.05333190207875989,0.0155181547603504,0.015589443571715298,0.04029885129737865,0.041439350924537655,-0.051152825430226256,-0.05157860563757556,-0.05057296561857022,-0.05068994943964147,0.023315490607902577,0.02342424462083752,0.09355545862110161,0.09553604984192304,0.09000585721690163,0.09069879450523152,-0.014531184372787399,-0.014463262232473097,0.002342754480386867,0.0023578577021595645
training,20261501,77,12,12,f01df71179d3ed7e76db0b4c1cbdd6d81886a1ff044cc382622d96a73fd292d2,g,4.2229014959443297e-07,6.795219242732906e-05,offline_teacher_target_distillation_source_data,0.22824043189580956,0.22936756145159876,0.014916167307355897,0.014957917776372932,-0.047537194101519686,-0.048101207132140784,0.12474659374074033,0.12549584384658283,0.11407091163517791,0.11463152877115496,0.0547676346764017,0.055131804178254654,0.017421163776102394,0.017503104008567826,0.041173577211313615,0.04205047557814602,-0.053163627272814144,-0.053507682333991335,-0.05366299270052485,-0.053808551792837445,0.024752697535620927,0.024849220034323907,0.09577137243531123,0.0973470955191984,0.09396460707347226,0.09453374948484146,-0.01473235817017806,-0.014677364467530495,0.0019913019715265146,0.001953923045026019
training,20261501,77,13,13,f3960d925b23ff8ace1b3298e1223f2d3560e2866ffdfc4cdff009166a2c3a5e,g,2.333841884410694e-07,0.00010739101707775822,offline_teacher_target_distillation_source_data,0.23418853082197139,0.2350035855051923,0.015308109780501648,0.015326388297262471,-0.04838550172379178,-0.04883540139380834,0.12719882489574083,0.1277892683234163,0.11676344027225881,0.11717583682539104,0.05597605677288247,0.05626008303193482,0.018483110947190438,0.018535592585723168,0.04186691634513611,0.0424781265605549,-0.05446055272020456,-0.05471296949427628,-0.05545097737484479,-0.05556404006802544,0.025616581877153922,0.02567716580444459,0.09742512161421885,0.09860108608485749,0.09653869983934037,0.09696840962832795,-0.014805007691826567,-0.014793518329306098,0.0018776423288241245,0.0017768227291557665
training,20261501,77,14,14,0f1c2026a79cde1cb5125b80cee945e54c3600bf72ce8c1a5b4dab893be7c7ce,e,5.077276597953121e-06,0.0003204801002863211,offline_teacher_target_distillation_source_data,0.17534379842563375,0.17257607146136827,0.009708956964673549,0.009182804821794392,-0.04393365931332904,-0.041766929833307806,0.10499730699836679,0.10274218593414751,0.08979061468046212,0.08835783624943871,0.045301268772189755,0.043997089614906754,-0.001226999524937002,-0.0013070268076218264,0.043708117531930483,0.039507954124888854,-0.04257889436781678,-0.041408657051117674,-0.02727375087712381,-0.02711990855021916,0.013889455855639941,0.013494169459159738,0.09537163434536479,0.08976581184699876,0.07301229563731722,0.07140912402052668,-0.013637316485201643,-0.012671208665711118,0.009601429794316715,0.008851726678689031
training,20261501,77,15,15,9541414e5362e75f566a90054959f2fa160347f26099013f2adafd895e23a8d1,e,1.3849557528801626e-06,2.7465976815958894e-06,offline_teacher_target_distillation_source_data,0.12427961856749564,0.12718895437639774,0.00593944775362042,0.005619930605391927,-0.03666037331640249,-0.03634002859528581,0.08212322706966242,0.08367916668545176,0.06597172187444489,0.06737662612945347,0.03469326292070445,0.03499554458705568,-0.011693987652944528,-0.011920085587507873,0.03959313937321444,0.03722211344701641,-0.03133566024915074,-0.03176603378837714,-0.009428603791953987,-0.009592774604708863,0.006311651282236487,0.006118396128307059,0.0831131894529892,0.0822322951705168,0.05189194354000093,0.052696823368152144,-0.011731217658759008,-0.011438698624074428,0.012387317930596489,0.011954267859850853
training,20261501,77,16,16,57321a0ad6534f27f8205d1f8731a4c4e8b94b1c878ea24a8921bab509976636,e,8.820869757430698e-06,0.00020251645120277227,offline_teacher_target_distillation_source_data,0.08692598826727205,0.09419083761911799,0.00348667224786208,0.003553697968919397,-0.03037402353198032,-0.03217346206174809,0.06434974227126393,0.06917054259788781,0.04846835489300772,0.052101063311042244,0.02656250961980219,0.028388037746522158,-0.017370905260375723,-0.01759660512520024,0.034825705751314405,0.03546293356174331,-0.022905132503162177,-0.024777308607395875,0.0015771152908795009,0.0012073591294341204,0.0015750852384453986,0.001652989533223194,0.07096980357495451,0.07580873977348745,0.036070870297661414,0.03899729353473682,-0.010063932776072922,-0.010722930784539597,0.013244582998380367,0.013314818031198411
training,20261501,77,17,17,bdfbbfcf83655da09f938e1da6a7978528002db8ddcb53d843b931913c68d64c,g,8.090960420608496e-06,0.00046395039151447067,offline_teacher_target_distillation_source_data,0.14541772944008735,0.15058672821815433,0.008576513835093544,0.008935718780217787,-0.03653886205265996,-0.03855109979579129,0.08912878490328037,0.09268855155273262,0.07584307130404977,0.07842174328682286,0.037886107677204434,0.03949560115197297,-0.00015675375311921807,-0.00040196187492919956,0.03446019810633801,0.03786831610970748,-0.035117944904454405,-0.036762231388739575,-0.024563265973673382,-0.024595107310741084,0.012121040670101403,0.012199585248059693,0.07679705296427312,0.08368766051871468,0.05944304543628598,0.061710526150914616,-0.011465591847506073,-0.012648175272556681,0.006371774481920209,0.006757871161339944
training,20261501,77,18,18,fcdcece3c6200baab4355319ba2a395a36268381622c7f7a810d5c82490e06b3,e,1.7785903860869925e-06,4.043799680028553e-05,offline_teacher_target_distillation_source_data,0.10871325252477099,0.11120188662770057,0.005356291460233494,0.005476636957591502,-0.03295217999403099,-0.03387103768791759,0.07411089326132612,0.07602747205876051,0.05894768874161537,0.06014256234800182,0.03099180560183326,0.03169126563056654,-0.011352830401930431,-0.011436000944252454,0.03494001100629306,0.03596025025446842,-0.027758626634994663,-0.028398424047395687,-0.008109048160332347,-0.008037004498582748,0.0053014016273602565,0.005334634939503108,0.07373008670579134,0.07704967682035832,0.044386533032741586,0.0455963479469116,-0.011270098648067772,-0.01142532221211967,0.010779800301847501,0.011036054267649788
training,20261501,77,19,19,1bbbaf8da6b9f5c9e58ecf8ec4a2af68a90037e44cc10e6a9b74ba5c93c6cc30,g,3.0544411060023227e-06,0.000273561541008465,offline_teacher_target_distillation_source_data,0.1591877895895164,0.1612100016319998,0.009730161133094196,0.010013290747921516,-0.038334728286608305,-0.039647198436735906,0.09531759310298209,0.09696164257198794,0.08239204289529277,0.08340557002752462,0.040756138701148255,0.04156624831189357,0.003006399793846646,0.0029219054751560697,0.03529448275122532,0.038216326897615435,-0.03825364880633353,-0.039024704391420376,-0.029917989853746736,-0.02979883966344933,0.014253295845222926,0.014338711798851097,0.07956815507040758,0.08454690077360104,0.06483877902026954,0.0659000029107317,-0.0124914457087738,-0.013029233773742498,0.005341080213223179,0.0057587744629233936
training,20261501,78,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,4.727153316489504e-07,2.530521483647923e-32,offline_teacher_target_distillation_source_data,0.10940769765753414,0.11066962601373732,0.006483859568254927,0.0063792286015897206,-0.02913511872006562,-0.02946788963792808,0.0689537146454493,0.06990624144487682,0.05765861315792151,0.05821824961279425,0.029119702501004364,0.029377284671967662,-0.00388889198163285,-0.0039557710182667166,0.028701873547235853,0.02884938790792417,-0.026132002582426136,-0.026381642915260368,-0.014707552586256285,-0.014587813881395685,0.008596520331406806,0.008492304252768687,0.06180304082121701,0.06368855543982156,0.04522785089569843,0.045761188670830455,-0.007757976493585373,-0.007484291785964223,0.00699069674067287,0.006742777357445879
training,20261501,78,1,1,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,g,5.000561359635006e-07,0.00028150326884594974,offline_teacher_target_distillation_source_data,0.16007523067955196,0.16087760884266036,0.010421235418980351,0.010519082902319375,-0.03631117897255834,-0.036804153025933366,0.09242335195735485,0.09314702325699675,0.08170906864805311,0.08221295143450835,0.03976418409153824,0.04011571620565371,0.007051739515350478,0.006957758338257821,0.03215550947985766,0.033240308911238,-0.03738649684177359,-0.03776461949786271,-0.033476320263016016,-0.0334863470023489,0.016144863964523616,0.016173395349609137,0.07330666558706359,0.07529549404871612,0.06573293190597312,0.06600465371958932,-0.010463937511180809,-0.010891162196627054,0.003474002226566015,0.0038764385863457192
training,20261501,78,2,2,96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7,g,1.687930007739962e-07,2.831743158372154e-05,offline_teacher_target_distillation_source_data,0.1920470502332017,0.1922321201887981,0.0127398123412446,0.012838964589218117,-0.041174617989707445,-0.04154106618917729,0.10724205653985848,0.10763017881642448,0.09682128489964635,0.09708398928759975,0.04661889989148673,0.046847163001871805,0.012844622560023345,0.012845999627080277,0.03553055703907366,0.03631297447899019,-0.04465485411337364,-0.04487670350485225,-0.044001881930079687,-0.04412449497850435,0.020547456789392574,0.02063629823435524,0.08229803220402006,0.08333228279146906,0.0788303634184207,0.0788564232403069,-0.012397818785578092,-0.01273944348458951,0.0021610454625473467,0.0026197266583440526
training,20261501,78,3,3,709e80c88487a2411e1ee4dfb9f22a861492d20c4765150c0c794abd70f8147c,g,3.07834093156982e-08,6.595918138827202e-06,offline_teacher_target_distillation_source_data,0.21197497716247,0.21181277900763334,0.014068837571751563,0.014138974360156091,-0.044382655959738754,-0.04459961863330029,0.11648316228286187,0.11665576998002262,0.1062259015446223,0.1063005141884405,0.0509530352517968,0.05106680865758714,0.01594787240857022,0.016022917408921915,0.03814021674814457,0.0384631552005574,-0.04925519783222879,-0.049320333741233915,-0.049933874344908175,-0.05011280061250649,0.023129664952201097,0.023229354599338076,0.08869558397407429,0.0888970553358973,0.0870854317644008,0.08701549973318093,-0.013563260350466178,-0.013742165428089417,0.0017500805329221003,0.002068736354648901
training,20261501,78,4,4,b40711a88c7039756fb8a73827eabe2c0fe5a0346ca7e0a104adc0fc764f528d,e,9.12505900589512e-06,0.00015281073924794598,offline_teacher_target_distillation_source_data,0.16032380792388554,0.15571549538491736,0.008921059505514972,0.008494182860750567,-0.04110356549269467,-0.038514858362093514,0.09763147447673691,0.09426862043350591,0.08275354436444944,0.08043995767326512,0.04188663793673408,0.04018501114981002,-0.0027551197779872912,-0.002650960731743564,0.041046263157477926,0.03641803761197196,-0.03914902654273997,-0.03750021344067678,-0.023824999608755438,-0.023760881608365807,0.012277612040222749,0.012012226914493824,0.08914942210148147,0.08149153812234947,0.06639883376822284,0.0641224633062249,-0.013041267772239627,-0.012060646017723895,0.009412859603369286,0.008979738882232012
training,20261501,78,5,5,a1f9a549ddc784959537f084c79ac5564de8080503dfc842a54616337b87d795,e,1.6217449591645908e-06,1.81248603924788e-05,offline_teacher_target_distillation_source_data,0.11454214467112332,0.1149306904967128,0.005449669892567885,0.005220575173883833,-0.03478307134349928,-0.033843212905753754,0.07730787944518135,0.07723004260251978,0.06145116997859092,0.06161194187686674,0.0324751182352951,0.03219732112021263,-0.012608064775583024,-0.012638904481840477,0.037799755696018386,0.03484411788970752,-0.029155922139653918,-0.028933294446140262,-0.007315480780500043,-0.007522958723721749,0.005294738553580826,0.0052212053232689225,0.07893439233277798,0.07517712320728309,0.04749665675113515,0.04736215994562503,-0.011427203014699919,-0.011084120492710771,0.012216999284029998,0.012010404753866152
training,20261501,78,6,6,4774cbc468c1011aaf9142d057ff814383c99c39704c3be51ed2dc956c6aa793,g,3.8466981188851545e-07,0.00024061060465662044,offline_teacher_target_distillation_source_data,0.16207981698553695,0.163538611877443,0.009723419934573251,0.00986979945581654,-0.03930344569931336,-0.039629232400086825,0.09695877571943301,0.09771105868015725,0.08367992037956039,0.08431623767226831,0.04150637168057794,0.04188347206973947,0.002340534781376119,0.0022728957877205472,0.03667467329012183,0.037435283129425026,-0.03894882450725426,-0.03935889142774772,-0.029492573709659554,-0.029509478844570447,0.014228328197502766,0.01427280640141148,0.08221614044719033,0.08325032134771937,0.06638319744513581,0.06702104660407776,-0.01245045224047923,-0.01284412642377394,0.006057575698427196,0.006185966771951244
training,20261501,78,7,7,b98da6cdcdce7e0b7ba63db6ea5f7f9d5061ae5fcdd10fb1239616da77fb2ffc,g,8.199870415077942e-07,2.140910178686007e-05,offline_teacher_target_distillation_source_data,0.1923576589783866,0.19389389676585142,0.012304149886430032,0.01247512067884597,-0.04264748992839657,-0.04336517677066434,0.10951487796659352,0.11047438756752168,0.09761331626126193,0.09838752910609874,0.04743911159679395,0.04795529080531008,0.010299374542973716,0.01031834792052763,0.03771076057849362,0.039248520991465266,-0.04532872160580741,-0.04587280464000325,-0.04177939008460409,-0.04188588144837794,0.019398689205952085,0.01953200930031084,0.08676385608542958,0.08884030421222353,0.07880661585358684,0.07950169059263419,-0.013524688110935318,-0.013798957584626376,0.0034114702004686783,0.003632311649403049
training,20261501,78,8,8,6c5ceb56d718f328b4f5c9a80ad6f48648385af99cf484585a983930bc68d607,g,6.620336450138159e-07,5.168750244258408e-06,offline_teacher_target_distillation_source_data,0.21153058100696598,0.21285054610370455,0.013804089468065175,0.013935084376778368,-0.04505301718614424,-0.045777418961296404,0.11751512626585854,0.11842821972455507,0.10639516545368433,0.10710840045133076,0.051282888955522514,0.05176144486482608,0.014561452836064371,0.014659158476676232,0.039151276666214964,0.040517383159705336,-0.0494653175764798,-0.049942697751318876,-0.048651770651679686,-0.04885266566750884,0.0224281770851268,0.02258773556277084,0.09084339967778832,0.09271087791571514,0.08681005280298473,0.08742515426966367,-0.014216141103171457,-0.014316968649045955,0.002341444443204336,0.0025126921247098414
training,20261501,78,9,9,22d60b1590b6b14c0995c93b8131187736b3a872182436db6db2ba9f0cf73788,g,3.9201177917619214e-07,4.338506097878142e-05,offline_teacher_target_distillation_source_data,0.22365848010711123,0.2246888324330663,0.014665802489734252,0.014753215354424944,-0.04673131197487086,-0.04733496688200216,0.12261607492212855,0.12338487692116534,0.11193896068723404,0.1125132772799948,0.05375823676335764,0.05414735415422925,0.016880957457884344,0.01700118176801323,0.04041671590786144,0.04140530373300471,-0.05212304348242121,-0.05248556705242811,-0.05254786065369044,-0.052774328844577736,0.02422219464557865,0.02436318769317674,0.09400476545024626,0.09539091131783714,0.0919526878458954,0.09245544571125675,-0.014576844562786684,-0.01459799787584826,0.0019494286698404015,0.002021808344435167
training,20261501,78,10,10,706becd2108d1b2b77a09692fb5106d88dace07505facbd12ee41fdc4ab0db2f,e,4.794435623136234e-06,0.00023087902231584735,offline_teacher_target_distillation_source_data,0.16790329702783124,0.1650768635791115,0.0092995239751769,0.008850402225210522,-0.042633071564071326,-0.040614953788699476,0.1015910300410635,0.09939005905665249,0.08640457569799811,0.08496321692943862,0.04369271658042231,0.04244625912209247,-0.0021489602434150872,-0.0021277245128003223,0.0425264959643623,0.038682311131937694,-0.04094792353689685,-0.03979429308507186,-0.025470116871084966,-0.025400902214868327,0.012994325507498135,0.012698666904965466,0.09261231597744297,0.08702861269610625,0.06965899966104873,0.06810512175123873,-0.013576115064486194,-0.012557662124239904,0.009548271586575214,0.00895915965101182
training,20261501,78,11,11,c45201ec76404d746fab7c7d62f677e30b1d69e99543745cea922f270548c795,e,1.0667157614027262e-06,7.236028754816654e-06,offline_teacher_target_distillation_source_data,0.11936215120733343,0.12173675222787736,0.005685845314321246,0.0054271589688441434,-0.0357570504270682,-0.03545558559100301,0.07981776660350193,0.08112790509750985,0.06374937578465739,0.06490514234130626,0.033616894858795404,0.03385717077921786,-0.01222531098968301,-0.012359045425063303,0.0387499962911679,0.036586699719508405,-0.0302723368518037,-0.03059598433260626,-0.008335488834248802,-0.008533531355393495,0.005752541694147253,0.005636786649197091,0.08115567174042804,0.07989838510785659,0.04961507416799903,0.05027791836557362,-0.011725124089606213,-0.011372757609453908,0.012309302348860804,0.012001380191442021
