row_type,lane_id,unit_id,metric,value,detail
nmf_agent_seed,nmf_directional/confirmation,agent-0-seed-30029,nmf_minus_mf_logical_z_lifetime,0.5516456281830635,"{""agent_index"": 0, ""evaluation_seed"": 30029, ""mf_value"": 6.2877853188952955, ""nmf_value"": 6.839430947078359, ""unit_id"": ""agent-0-seed-30029"", ""value"": 0.5516456281830635}"
nmf_agent_seed,nmf_directional/confirmation,agent-0-seed-30047,nmf_minus_mf_logical_z_lifetime,-0.05996911583804909,"{""agent_index"": 0, ""evaluation_seed"": 30047, ""mf_value"": 7.332757427316068, ""nmf_value"": 7.272788311478019, ""unit_id"": ""agent-0-seed-30047"", ""value"": -0.05996911583804909}"
nmf_agent_seed,nmf_directional/confirmation,agent-1-seed-30011,nmf_minus_mf_logical_z_lifetime,0.7005677006153679,"{""agent_index"": 1, ""evaluation_seed"": 30011, ""mf_value"": 7.732973183851003, ""nmf_value"": 8.433540884466371, ""unit_id"": ""agent-1-seed-30011"", ""value"": 0.7005677006153679}"
nmf_agent_seed,nmf_directional/confirmation,agent-1-seed-30013,nmf_minus_mf_logical_z_lifetime,0.7381628927281056,"{""agent_index"": 1, ""evaluation_seed"": 30013, ""mf_value"": 8.134987725522599, ""nmf_value"": 8.873150618250705, ""unit_id"": ""agent-1-seed-30013"", ""value"": 0.7381628927281056}"
nmf_agent_seed,nmf_directional/confirmation,agent-1-seed-30029,nmf_minus_mf_logical_z_lifetime,0.24166710551535964,"{""agent_index"": 1, ""evaluation_seed"": 30029, ""mf_value"": 6.662796125236978, ""nmf_value"": 6.904463230752338, ""unit_id"": ""agent-1-seed-30029"", ""value"": 0.24166710551535964}"
nmf_agent_seed,nmf_directional/confirmation,agent-1-seed-30047,nmf_minus_mf_logical_z_lifetime,0.39943560788259447,"{""agent_index"": 1, ""evaluation_seed"": 30047, ""mf_value"": 7.488861656827522, ""nmf_value"": 7.888297264710117, ""unit_id"": ""agent-1-seed-30047"", ""value"": 0.39943560788259447}"
nmf_agent_seed,nmf_directional/confirmation,agent-2-seed-30011,nmf_minus_mf_logical_z_lifetime,0.5050325982423054,"{""agent_index"": 2, ""evaluation_seed"": 30011, ""mf_value"": 7.289976800991136, ""nmf_value"": 7.795009399233441, ""unit_id"": ""agent-2-seed-30011"", ""value"": 0.5050325982423054}"
nmf_agent_seed,nmf_directional/confirmation,agent-2-seed-30013,nmf_minus_mf_logical_z_lifetime,0.6301885950498693,"{""agent_index"": 2, ""evaluation_seed"": 30013, ""mf_value"": 7.815774010806646, ""nmf_value"": 8.445962605856515, ""unit_id"": ""agent-2-seed-30013"", ""value"": 0.6301885950498693}"
nmf_agent_seed,nmf_directional/confirmation,agent-2-seed-30029,nmf_minus_mf_logical_z_lifetime,0.4768032512653537,"{""agent_index"": 2, ""evaluation_seed"": 30029, ""mf_value"": 6.159593016633455, ""nmf_value"": 6.636396267898808, ""unit_id"": ""agent-2-seed-30029"", ""value"": 0.4768032512653537}"
nmf_agent_seed,nmf_directional/confirmation,agent-2-seed-30047,nmf_minus_mf_logical_z_lifetime,-0.23492950433256432,"{""agent_index"": 2, ""evaluation_seed"": 30047, ""mf_value"": 7.345949044651276, ""nmf_value"": 7.111019540318711, ""unit_id"": ""agent-2-seed-30047"", ""value"": -0.23492950433256432}"
nmf_agent_seed,nmf_directional/confirmation,agent-3-seed-30011,nmf_minus_mf_logical_z_lifetime,1.100104264303143,"{""agent_index"": 3, ""evaluation_seed"": 30011, ""mf_value"": 7.038176114833595, ""nmf_value"": 8.138280379136738, ""unit_id"": ""agent-3-seed-30011"", ""value"": 1.100104264303143}"
nmf_agent_seed,nmf_directional/confirmation,agent-3-seed-30013,nmf_minus_mf_logical_z_lifetime,-0.2600757841264354,"{""agent_index"": 3, ""evaluation_seed"": 30013, ""mf_value"": 8.54297926290807, ""nmf_value"": 8.282903478781634, ""unit_id"": ""agent-3-seed-30013"", ""value"": -0.2600757841264354}"
nmf_agent_seed,nmf_directional/confirmation,agent-3-seed-30029,nmf_minus_mf_logical_z_lifetime,0.5798973553336868,"{""agent_index"": 3, ""evaluation_seed"": 30029, ""mf_value"": 6.495342468931669, ""nmf_value"": 7.075239824265356, ""unit_id"": ""agent-3-seed-30029"", ""value"": 0.5798973553336868}"
nmf_agent_seed,nmf_directional/confirmation,agent-3-seed-30047,nmf_minus_mf_logical_z_lifetime,-0.2957797702644047,"{""agent_index"": 3, ""evaluation_seed"": 30047, ""mf_value"": 7.3595767695140655, ""nmf_value"": 7.063796999249661, ""unit_id"": ""agent-3-seed-30047"", ""value"": -0.2957797702644047}"
nmf_agent_seed,nmf_directional/confirmation,agent-4-seed-30011,nmf_minus_mf_logical_z_lifetime,1.1142633052156636,"{""agent_index"": 4, ""evaluation_seed"": 30011, ""mf_value"": 6.788461039786734, ""nmf_value"": 7.902724345002397, ""unit_id"": ""agent-4-seed-30011"", ""value"": 1.1142633052156636}"
nmf_agent_seed,nmf_directional/confirmation,agent-4-seed-30013,nmf_minus_mf_logical_z_lifetime,1.3223124147927425,"{""agent_index"": 4, ""evaluation_seed"": 30013, ""mf_value"": 7.452300257536889, ""nmf_value"": 8.774612672329631, ""unit_id"": ""agent-4-seed-30013"", ""value"": 1.3223124147927425}"
nmf_agent_seed,nmf_directional/confirmation,agent-4-seed-30029,nmf_minus_mf_logical_z_lifetime,-0.12566455264770404,"{""agent_index"": 4, ""evaluation_seed"": 30029, ""mf_value"": 6.620149590629296, ""nmf_value"": 6.494485037981592, ""unit_id"": ""agent-4-seed-30029"", ""value"": -0.12566455264770404}"
nmf_agent_seed,nmf_directional/confirmation,agent-4-seed-30047,nmf_minus_mf_logical_z_lifetime,0.8114351347111644,"{""agent_index"": 4, ""evaluation_seed"": 30047, ""mf_value"": 7.317544319292946, ""nmf_value"": 8.12897945400411, ""unit_id"": ""agent-4-seed-30047"", ""value"": 0.8114351347111644}"
distribution,nmf_directional/confirmation,agents,nmf_minus_mf_logical_z_lifetime,0.3863844139742252,"{""count"": 5, ""higher_is_better"": true, ""iqr"": 0.17568459162911498, ""maximum"": 0.7805865755179662, ""median"": 0.3863844139742252, ""minimum"": 0.28103651631149784, ""q1"": 0.3442737350562419, ""q3"": 0.5199583266853569, ""worst_quartile"": [{""unit_id"": ""agent-3"", ""value"": 0.28103651631149784}, {""unit_id"": ""agent-2"", ""value"": 0.3442737350562419}], ""worst_quartile_count"": 2, ""worst_quartile_rule"": ""lower_is_worse""}"
hindsight_diagnostic,nmf_directional/confirmation,hypothetical-best-agent,inflation_over_all_agent_median,0.394202161543741,"{""agent_index"": 4, ""inflation_over_all_agent_median"": 0.394202161543741, ""used_for_claim_or_selection"": false, ""value"": 0.7805865755179662}"
model_family,slow_loop_model_selection,causal_tcn,validation_nll,0.4761804249798292,"{""evaluation_nll"": 0.5119359923296773, ""family"": ""causal_tcn"", ""selected_on_validation"": false, ""unit_id"": ""causal_tcn"", ""validation_nll"": 0.4761804249798292}"
model_family,slow_loop_model_selection,small_gru,validation_nll,0.5031340296825837,"{""evaluation_nll"": 0.5096188224765918, ""family"": ""small_gru"", ""selected_on_validation"": false, ""unit_id"": ""small_gru"", ""validation_nll"": 0.5031340296825837}"
model_family,slow_loop_model_selection,gaussian_hmm,validation_nll,0.45497471158723124,"{""evaluation_nll"": 0.45571074219319013, ""family"": ""gaussian_hmm"", ""selected_on_validation"": true, ""unit_id"": ""gaussian_hmm"", ""validation_nll"": 0.45497471158723124}"
model_family,slow_loop_model_selection,diagonal_kalman,validation_nll,0.5456925755054856,"{""evaluation_nll"": 0.5603211699999342, ""family"": ""diagonal_kalman"", ""selected_on_validation"": false, ""unit_id"": ""diagonal_kalman"", ""validation_nll"": 0.5456925755054856}"
model_family,slow_loop_model_selection,exponential_recurrence,validation_nll,0.5398244443979165,"{""evaluation_nll"": 0.5951951482428683, ""family"": ""exponential_recurrence"", ""selected_on_validation"": false, ""unit_id"": ""exponential_recurrence"", ""validation_nll"": 0.5398244443979165}"
model_family,slow_loop_model_selection,run_length_fsm,validation_nll,0.7858174765491682,"{""evaluation_nll"": 0.8248366717705644, ""family"": ""run_length_fsm"", ""selected_on_validation"": false, ""unit_id"": ""run_length_fsm"", ""validation_nll"": 0.7858174765491682}"
neural_restart,slow_loop_model_selection,causal_tcn-41101,validation_nll,0.4936377125263768,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""causal_tcn"", ""restart_seed"": 41101, ""selected_on_validation"": false, ""unit_id"": ""causal_tcn-41101"", ""value"": 0.4936377125263768}"
neural_restart,slow_loop_model_selection,causal_tcn-41102,validation_nll,0.48476900360905956,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""causal_tcn"", ""restart_seed"": 41102, ""selected_on_validation"": false, ""unit_id"": ""causal_tcn-41102"", ""value"": 0.48476900360905956}"
neural_restart,slow_loop_model_selection,causal_tcn-41103,validation_nll,0.4761804249798292,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""causal_tcn"", ""restart_seed"": 41103, ""selected_on_validation"": true, ""unit_id"": ""causal_tcn-41103"", ""value"": 0.4761804249798292}"
neural_restart,slow_loop_model_selection,causal_tcn-41104,validation_nll,0.47942010455111655,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""causal_tcn"", ""restart_seed"": 41104, ""selected_on_validation"": false, ""unit_id"": ""causal_tcn-41104"", ""value"": 0.47942010455111655}"
neural_restart,slow_loop_model_selection,causal_tcn-41105,validation_nll,0.4897424171673445,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""causal_tcn"", ""restart_seed"": 41105, ""selected_on_validation"": false, ""unit_id"": ""causal_tcn-41105"", ""value"": 0.4897424171673445}"
neural_restart,slow_loop_model_selection,small_gru-41101,validation_nll,0.5031340296825837,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""small_gru"", ""restart_seed"": 41101, ""selected_on_validation"": true, ""unit_id"": ""small_gru-41101"", ""value"": 0.5031340296825837}"
neural_restart,slow_loop_model_selection,small_gru-41102,validation_nll,0.5527819331451882,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""small_gru"", ""restart_seed"": 41102, ""selected_on_validation"": false, ""unit_id"": ""small_gru-41102"", ""value"": 0.5527819331451882}"
neural_restart,slow_loop_model_selection,small_gru-41103,validation_nll,0.5247365302085327,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""small_gru"", ""restart_seed"": 41103, ""selected_on_validation"": false, ""unit_id"": ""small_gru-41103"", ""value"": 0.5247365302085327}"
neural_restart,slow_loop_model_selection,small_gru-41104,validation_nll,0.5045323136709269,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""small_gru"", ""restart_seed"": 41104, ""selected_on_validation"": false, ""unit_id"": ""small_gru-41104"", ""value"": 0.5045323136709269}"
neural_restart,slow_loop_model_selection,small_gru-41105,validation_nll,0.5463053317965919,"{""evaluation_metric_available_for_this_restart"": false, ""family"": ""small_gru"", ""restart_seed"": 41105, ""selected_on_validation"": false, ""unit_id"": ""small_gru-41105"", ""value"": 0.5463053317965919}"
model_seed,slow_loop_model_selection,causal_tcn-seed-20261231,evaluation_nll,0.5524175063552111,"{""evaluation_seed"": 20261231, ""family"": ""causal_tcn"", ""unit_id"": ""causal_tcn-seed-20261231"", ""value"": 0.5524175063552111}"
model_seed,slow_loop_model_selection,small_gru-seed-20261231,evaluation_nll,0.6349296057300807,"{""evaluation_seed"": 20261231, ""family"": ""small_gru"", ""unit_id"": ""small_gru-seed-20261231"", ""value"": 0.6349296057300807}"
model_seed,slow_loop_model_selection,gaussian_hmm-seed-20261231,evaluation_nll,0.49640472685794484,"{""evaluation_seed"": 20261231, ""family"": ""gaussian_hmm"", ""unit_id"": ""gaussian_hmm-seed-20261231"", ""value"": 0.49640472685794484}"
model_seed,slow_loop_model_selection,diagonal_kalman-seed-20261231,evaluation_nll,0.6583402522956523,"{""evaluation_seed"": 20261231, ""family"": ""diagonal_kalman"", ""unit_id"": ""diagonal_kalman-seed-20261231"", ""value"": 0.6583402522956523}"
model_seed,slow_loop_model_selection,exponential_recurrence-seed-20261231,evaluation_nll,0.646791429584895,"{""evaluation_seed"": 20261231, ""family"": ""exponential_recurrence"", ""unit_id"": ""exponential_recurrence-seed-20261231"", ""value"": 0.646791429584895}"
model_seed,slow_loop_model_selection,run_length_fsm-seed-20261231,evaluation_nll,0.8678429593922726,"{""evaluation_seed"": 20261231, ""family"": ""run_length_fsm"", ""unit_id"": ""run_length_fsm-seed-20261231"", ""value"": 0.8678429593922726}"
model_seed,slow_loop_model_selection,causal_tcn-seed-20261232,evaluation_nll,0.49263529710099013,"{""evaluation_seed"": 20261232, ""family"": ""causal_tcn"", ""unit_id"": ""causal_tcn-seed-20261232"", ""value"": 0.49263529710099013}"
model_seed,slow_loop_model_selection,small_gru-seed-20261232,evaluation_nll,0.45689905425079885,"{""evaluation_seed"": 20261232, ""family"": ""small_gru"", ""unit_id"": ""small_gru-seed-20261232"", ""value"": 0.45689905425079885}"
model_seed,slow_loop_model_selection,gaussian_hmm-seed-20261232,evaluation_nll,0.42163469210046084,"{""evaluation_seed"": 20261232, ""family"": ""gaussian_hmm"", ""unit_id"": ""gaussian_hmm-seed-20261232"", ""value"": 0.42163469210046084}"
model_seed,slow_loop_model_selection,diagonal_kalman-seed-20261232,evaluation_nll,0.5350010525116159,"{""evaluation_seed"": 20261232, ""family"": ""diagonal_kalman"", ""unit_id"": ""diagonal_kalman-seed-20261232"", ""value"": 0.5350010525116159}"
model_seed,slow_loop_model_selection,exponential_recurrence-seed-20261232,evaluation_nll,0.5630864919178001,"{""evaluation_seed"": 20261232, ""family"": ""exponential_recurrence"", ""unit_id"": ""exponential_recurrence-seed-20261232"", ""value"": 0.5630864919178001}"
model_seed,slow_loop_model_selection,run_length_fsm-seed-20261232,evaluation_nll,0.7596616593250073,"{""evaluation_seed"": 20261232, ""family"": ""run_length_fsm"", ""unit_id"": ""run_length_fsm-seed-20261232"", ""value"": 0.7596616593250073}"
model_seed,slow_loop_model_selection,causal_tcn-seed-20261233,evaluation_nll,0.48198871460591414,"{""evaluation_seed"": 20261233, ""family"": ""causal_tcn"", ""unit_id"": ""causal_tcn-seed-20261233"", ""value"": 0.48198871460591414}"
model_seed,slow_loop_model_selection,small_gru-seed-20261233,evaluation_nll,0.4489369330112947,"{""evaluation_seed"": 20261233, ""family"": ""small_gru"", ""unit_id"": ""small_gru-seed-20261233"", ""value"": 0.4489369330112947}"
model_seed,slow_loop_model_selection,gaussian_hmm-seed-20261233,evaluation_nll,0.4071493424750491,"{""evaluation_seed"": 20261233, ""family"": ""gaussian_hmm"", ""unit_id"": ""gaussian_hmm-seed-20261233"", ""value"": 0.4071493424750491}"
model_seed,slow_loop_model_selection,diagonal_kalman-seed-20261233,evaluation_nll,0.5339704717322556,"{""evaluation_seed"": 20261233, ""family"": ""diagonal_kalman"", ""unit_id"": ""diagonal_kalman-seed-20261233"", ""value"": 0.5339704717322556}"
model_seed,slow_loop_model_selection,exponential_recurrence-seed-20261233,evaluation_nll,0.5820342237890861,"{""evaluation_seed"": 20261233, ""family"": ""exponential_recurrence"", ""unit_id"": ""exponential_recurrence-seed-20261233"", ""value"": 0.5820342237890861}"
model_seed,slow_loop_model_selection,run_length_fsm-seed-20261233,evaluation_nll,0.766510152864401,"{""evaluation_seed"": 20261233, ""family"": ""run_length_fsm"", ""unit_id"": ""run_length_fsm-seed-20261233"", ""value"": 0.766510152864401}"
model_seed,slow_loop_model_selection,causal_tcn-seed-20261234,evaluation_nll,0.40800057629138253,"{""evaluation_seed"": 20261234, ""family"": ""causal_tcn"", ""unit_id"": ""causal_tcn-seed-20261234"", ""value"": 0.40800057629138253}"
model_seed,slow_loop_model_selection,small_gru-seed-20261234,evaluation_nll,0.43768567469230524,"{""evaluation_seed"": 20261234, ""family"": ""small_gru"", ""unit_id"": ""small_gru-seed-20261234"", ""value"": 0.43768567469230524}"
model_seed,slow_loop_model_selection,gaussian_hmm-seed-20261234,evaluation_nll,0.36041833202758644,"{""evaluation_seed"": 20261234, ""family"": ""gaussian_hmm"", ""unit_id"": ""gaussian_hmm-seed-20261234"", ""value"": 0.36041833202758644}"
model_seed,slow_loop_model_selection,diagonal_kalman-seed-20261234,evaluation_nll,0.4534805727928155,"{""evaluation_seed"": 20261234, ""family"": ""diagonal_kalman"", ""unit_id"": ""diagonal_kalman-seed-20261234"", ""value"": 0.4534805727928155}"
model_seed,slow_loop_model_selection,exponential_recurrence-seed-20261234,evaluation_nll,0.4961584920473967,"{""evaluation_seed"": 20261234, ""family"": ""exponential_recurrence"", ""unit_id"": ""exponential_recurrence-seed-20261234"", ""value"": 0.4961584920473967}"
model_seed,slow_loop_model_selection,run_length_fsm-seed-20261234,evaluation_nll,0.8312921445717277,"{""evaluation_seed"": 20261234, ""family"": ""run_length_fsm"", ""unit_id"": ""run_length_fsm-seed-20261234"", ""value"": 0.8312921445717277}"
model_seed,slow_loop_model_selection,causal_tcn-seed-20261235,evaluation_nll,0.514459992116227,"{""evaluation_seed"": 20261235, ""family"": ""causal_tcn"", ""unit_id"": ""causal_tcn-seed-20261235"", ""value"": 0.514459992116227}"
model_seed,slow_loop_model_selection,small_gru-seed-20261235,evaluation_nll,0.4935329235442998,"{""evaluation_seed"": 20261235, ""family"": ""small_gru"", ""unit_id"": ""small_gru-seed-20261235"", ""value"": 0.4935329235442998}"
model_seed,slow_loop_model_selection,gaussian_hmm-seed-20261235,evaluation_nll,0.4659100425054968,"{""evaluation_seed"": 20261235, ""family"": ""gaussian_hmm"", ""unit_id"": ""gaussian_hmm-seed-20261235"", ""value"": 0.4659100425054968}"
model_seed,slow_loop_model_selection,diagonal_kalman-seed-20261235,evaluation_nll,0.5356927914446244,"{""evaluation_seed"": 20261235, ""family"": ""diagonal_kalman"", ""unit_id"": ""diagonal_kalman-seed-20261235"", ""value"": 0.5356927914446244}"
model_seed,slow_loop_model_selection,exponential_recurrence-seed-20261235,evaluation_nll,0.6065530155681377,"{""evaluation_seed"": 20261235, ""family"": ""exponential_recurrence"", ""unit_id"": ""exponential_recurrence-seed-20261235"", ""value"": 0.6065530155681377}"
model_seed,slow_loop_model_selection,run_length_fsm-seed-20261235,evaluation_nll,0.8496767254609169,"{""evaluation_seed"": 20261235, ""family"": ""run_length_fsm"", ""unit_id"": ""run_length_fsm-seed-20261235"", ""value"": 0.8496767254609169}"
model_seed,slow_loop_model_selection,causal_tcn-seed-20261236,evaluation_nll,0.553163856936053,"{""evaluation_seed"": 20261236, ""family"": ""causal_tcn"", ""unit_id"": ""causal_tcn-seed-20261236"", ""value"": 0.553163856936053}"
model_seed,slow_loop_model_selection,small_gru-seed-20261236,evaluation_nll,0.5267452450693045,"{""evaluation_seed"": 20261236, ""family"": ""small_gru"", ""unit_id"": ""small_gru-seed-20261236"", ""value"": 0.5267452450693045}"
model_seed,slow_loop_model_selection,gaussian_hmm-seed-20261236,evaluation_nll,0.4973612488773318,"{""evaluation_seed"": 20261236, ""family"": ""gaussian_hmm"", ""unit_id"": ""gaussian_hmm-seed-20261236"", ""value"": 0.4973612488773318}"
model_seed,slow_loop_model_selection,diagonal_kalman-seed-20261236,evaluation_nll,0.5992651023867523,"{""evaluation_seed"": 20261236, ""family"": ""diagonal_kalman"", ""unit_id"": ""diagonal_kalman-seed-20261236"", ""value"": 0.5992651023867523}"
model_seed,slow_loop_model_selection,exponential_recurrence-seed-20261236,evaluation_nll,0.6384754801984766,"{""evaluation_seed"": 20261236, ""family"": ""exponential_recurrence"", ""unit_id"": ""exponential_recurrence-seed-20261236"", ""value"": 0.6384754801984766}"
model_seed,slow_loop_model_selection,run_length_fsm-seed-20261236,evaluation_nll,0.8209901777943986,"{""evaluation_seed"": 20261236, ""family"": ""run_length_fsm"", ""unit_id"": ""run_length_fsm-seed-20261236"", ""value"": 0.8209901777943986}"
model_seed,slow_loop_model_selection,causal_tcn-seed-20261237,evaluation_nll,0.4953097308195328,"{""evaluation_seed"": 20261237, ""family"": ""causal_tcn"", ""unit_id"": ""causal_tcn-seed-20261237"", ""value"": 0.4953097308195328}"
model_seed,slow_loop_model_selection,small_gru-seed-20261237,evaluation_nll,0.5208290238449864,"{""evaluation_seed"": 20261237, ""family"": ""small_gru"", ""unit_id"": ""small_gru-seed-20261237"", ""value"": 0.5208290238449864}"
model_seed,slow_loop_model_selection,gaussian_hmm-seed-20261237,evaluation_nll,0.4412492571044575,"{""evaluation_seed"": 20261237, ""family"": ""gaussian_hmm"", ""unit_id"": ""gaussian_hmm-seed-20261237"", ""value"": 0.4412492571044575}"
model_seed,slow_loop_model_selection,diagonal_kalman-seed-20261237,evaluation_nll,0.5200793067745857,"{""evaluation_seed"": 20261237, ""family"": ""diagonal_kalman"", ""unit_id"": ""diagonal_kalman-seed-20261237"", ""value"": 0.5200793067745857}"
model_seed,slow_loop_model_selection,exponential_recurrence-seed-20261237,evaluation_nll,0.5624094912500964,"{""evaluation_seed"": 20261237, ""family"": ""exponential_recurrence"", ""unit_id"": ""exponential_recurrence-seed-20261237"", ""value"": 0.5624094912500964}"
model_seed,slow_loop_model_selection,run_length_fsm-seed-20261237,evaluation_nll,0.7781052735816394,"{""evaluation_seed"": 20261237, ""family"": ""run_length_fsm"", ""unit_id"": ""run_length_fsm-seed-20261237"", ""value"": 0.7781052735816394}"
model_seed,slow_loop_model_selection,causal_tcn-seed-20261238,evaluation_nll,0.5975122644121081,"{""evaluation_seed"": 20261238, ""family"": ""causal_tcn"", ""unit_id"": ""causal_tcn-seed-20261238"", ""value"": 0.5975122644121081}"
model_seed,slow_loop_model_selection,small_gru-seed-20261238,evaluation_nll,0.5573921196696643,"{""evaluation_seed"": 20261238, ""family"": ""small_gru"", ""unit_id"": ""small_gru-seed-20261238"", ""value"": 0.5573921196696643}"
model_seed,slow_loop_model_selection,gaussian_hmm-seed-20261238,evaluation_nll,0.5555582955971939,"{""evaluation_seed"": 20261238, ""family"": ""gaussian_hmm"", ""unit_id"": ""gaussian_hmm-seed-20261238"", ""value"": 0.5555582955971939}"
model_seed,slow_loop_model_selection,diagonal_kalman-seed-20261238,evaluation_nll,0.6467398100611719,"{""evaluation_seed"": 20261238, ""family"": ""diagonal_kalman"", ""unit_id"": ""diagonal_kalman-seed-20261238"", ""value"": 0.6467398100611719}"
model_seed,slow_loop_model_selection,exponential_recurrence-seed-20261238,evaluation_nll,0.6660525615870577,"{""evaluation_seed"": 20261238, ""family"": ""exponential_recurrence"", ""unit_id"": ""exponential_recurrence-seed-20261238"", ""value"": 0.6660525615870577}"
model_seed,slow_loop_model_selection,run_length_fsm-seed-20261238,evaluation_nll,0.9246142811741512,"{""evaluation_seed"": 20261238, ""family"": ""run_length_fsm"", ""unit_id"": ""run_length_fsm-seed-20261238"", ""value"": 0.9246142811741512}"
distribution,slow_loop_model_selection,causal_tcn,evaluation_nll,0.5048848614678798,"{""count"": 8, ""higher_is_better"": false, ""iqr"": 0.06263044252320038, ""maximum"": 0.5975122644121081, ""median"": 0.5048848614678798, ""minimum"": 0.40800057629138253, ""q1"": 0.48997365147722116, ""q3"": 0.5526040940004215, ""worst_quartile"": [{""unit_id"": ""causal_tcn-seed-20261238"", ""value"": 0.5975122644121081}, {""unit_id"": ""causal_tcn-seed-20261236"", ""value"": 0.553163856936053}], ""worst_quartile_count"": 2, ""worst_quartile_rule"": ""higher_is_worse""}"
distribution,slow_loop_model_selection,diagonal_kalman,evaluation_nll,0.5353469219781202,"{""count"": 8, ""higher_is_better"": false, ""iqr"": 0.0806360988125191, ""maximum"": 0.6583402522956523, ""median"": 0.5353469219781202, ""minimum"": 0.4534805727928155, ""q1"": 0.5304976804928382, ""q3"": 0.6111337793053573, ""worst_quartile"": [{""unit_id"": ""diagonal_kalman-seed-20261231"", ""value"": 0.6583402522956523}, {""unit_id"": ""diagonal_kalman-seed-20261238"", ""value"": 0.6467398100611719}], ""worst_quartile_count"": 2, ""worst_quartile_rule"": ""higher_is_worse""}"
distribution,slow_loop_model_selection,exponential_recurrence,evaluation_nll,0.5942936196786119,"{""count"": 8, ""higher_is_better"": false, ""iqr"": 0.07763722579420695, ""maximum"": 0.6660525615870577, ""median"": 0.5942936196786119, ""minimum"": 0.4961584920473967, ""q1"": 0.5629172417508742, ""q3"": 0.6405544675450812, ""worst_quartile"": [{""unit_id"": ""exponential_recurrence-seed-20261238"", ""value"": 0.6660525615870577}, {""unit_id"": ""exponential_recurrence-seed-20261231"", ""value"": 0.646791429584895}], ""worst_quartile_count"": 2, ""worst_quartile_rule"": ""higher_is_worse""}"
distribution,slow_loop_model_selection,gaussian_hmm,evaluation_nll,0.4535796498049771,"{""count"": 8, ""higher_is_better"": false, ""iqr"": 0.07863050266868371, ""maximum"": 0.5555582955971939, ""median"": 0.4535796498049771, ""minimum"": 0.36041833202758644, ""q1"": 0.4180133546941079, ""q3"": 0.4966438573627916, ""worst_quartile"": [{""unit_id"": ""gaussian_hmm-seed-20261238"", ""value"": 0.5555582955971939}, {""unit_id"": ""gaussian_hmm-seed-20261236"", ""value"": 0.4973612488773318}], ""worst_quartile_count"": 2, ""worst_quartile_rule"": ""higher_is_worse""}"
distribution,slow_loop_model_selection,run_length_fsm,evaluation_nll,0.8261411611830631,"{""count"": 8, ""higher_is_better"": false, ""iqr"": 0.07901179054142593, ""maximum"": 0.9246142811741512, ""median"": 0.8261411611830631, ""minimum"": 0.7596616593250073, ""q1"": 0.7752064934023298, ""q3"": 0.8542182839437558, ""worst_quartile"": [{""unit_id"": ""run_length_fsm-seed-20261238"", ""value"": 0.9246142811741512}, {""unit_id"": ""run_length_fsm-seed-20261231"", ""value"": 0.8678429593922726}], ""worst_quartile_count"": 2, ""worst_quartile_rule"": ""higher_is_worse""}"
distribution,slow_loop_model_selection,small_gru,evaluation_nll,0.5071809736946431,"{""count"": 8, ""higher_is_better"": false, ""iqr"": 0.0794984397784716, ""maximum"": 0.6349296057300807, ""median"": 0.5071809736946431, ""minimum"": 0.43768567469230524, ""q1"": 0.45490852394092285, ""q3"": 0.5344069637193944, ""worst_quartile"": [{""unit_id"": ""small_gru-seed-20261231"", ""value"": 0.6349296057300807}, {""unit_id"": ""small_gru-seed-20261238"", ""value"": 0.5573921196696643}], ""worst_quartile_count"": 2, ""worst_quartile_rule"": ""higher_is_worse""}"
hindsight_diagnostic,slow_loop_model_selection,test-best-family,postselection_optimism,0.0,"{""agrees_with_validation_selection"": true, ""evaluation_nll"": 0.45571074219319013, ""family"": ""gaussian_hmm"", ""postselection_optimism"": 0.0, ""used_to_change_selection"": false}"
legacy_student_restart,legacy_student_predecessor,restart-0,validation_mse,1.3224639525826453e-06,"{""evaluation_metric_available_for_this_restart"": true, ""restart_index"": 0, ""restart_seed"": 131, ""selected_on_validation"": true, ""unit_id"": ""restart-0"", ""value"": 1.3224639525826453e-06}"
legacy_student_restart,legacy_student_predecessor,restart-1,validation_mse,1.3225648823628646e-06,"{""evaluation_metric_available_for_this_restart"": false, ""restart_index"": 1, ""restart_seed"": 271, ""selected_on_validation"": false, ""unit_id"": ""restart-1"", ""value"": 1.3225648823628646e-06}"
legacy_student_restart,legacy_student_predecessor,restart-2,validation_mse,1.3234188770185685e-06,"{""evaluation_metric_available_for_this_restart"": false, ""restart_index"": 2, ""restart_seed"": 419, ""selected_on_validation"": false, ""unit_id"": ""restart-2"", ""value"": 1.3234188770185685e-06}"
missing_evidence,legacy_student_predecessor,nonselected-evaluation,available,0,"""nonselected legacy restart weights/evaluation metrics were not retained; no hindsight test-best restart can be computed"""
