row_type,item_id,lane_or_scenario,strategy,metric,value,status_or_scope,passed,source_task,source_artifact_sha256
parent_gate,T5.1.4:software_evidence_is_not_hardware_measurement,,,software_evidence_is_not_hardware_measurement,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:independent_unit_remains_evaluation_seed,,,independent_unit_remains_evaluation_seed,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:reopen_contract_is_complete_and_forbids_window_pseudoreplication,,,reopen_contract_is_complete_and_forbids_window_pseudoreplication,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:semantic_validator_accepts_only_the_derived_verdict,,,semantic_validator_accepts_only_the_derived_verdict,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:decision_is_read_only_and_deterministic,,,decision_is_read_only_and_deterministic,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:0,,,docs/t5_1_4_algorithm_branch_verdict_source_data.csv,63ac8474be8c6657fbae3807e864bba43353e970a6864a053cc10a25d8974961,63ac8474be8c6657fbae3807e864bba43353e970a6864a053cc10a25d8974961,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:1,,,docs/t5_1_1_comparison_set_registry.json,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:2,,,docs/t5_1_2_mixed_scenario_matrix.json,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:3,,,docs/t5_1_3_oracle_gap_tail_report.json,d3127e670dfa922917b1981ff13f6540cc7334542bb2678d614904d217092c54,d3127e670dfa922917b1981ff13f6540cc7334542bb2678d614904d217092c54,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:4,,,docs/t2_4_3_fixed_point_validation.json,1997b0e8d6a0a9233100311677e6da4add76ee0fb1e4d3525fce28812b20a737,1997b0e8d6a0a9233100311677e6da4add76ee0fb1e4d3525fce28812b20a737,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:5,,,docs/t4_2_1_parametric_map_lut_validation.json,2cf8eb0b4aca5703f4a5513e1a8761aa811c973da1e9e47db996fb9529415a43,2cf8eb0b4aca5703f4a5513e1a8761aa811c973da1e9e47db996fb9529415a43,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:6,,,docs/t4_2_3_conservative_fallback_validation.json,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:7,,,docs/t4_3_2_atomic_parameter_bank_validation.json,c2c3e6f51115e0cf5556b1b6fed6c094ad886e415affb103bc673bf2dfa7c6e4,c2c3e6f51115e0cf5556b1b6fed6c094ad886e415affb103bc673bf2dfa7c6e4,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:8,,,docs/t4_4_5_teacher_student_branch_freeze.json,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
controller_feasibility,matched_controller_cutoff12_100us:standard:p_g,matched_controller_cutoff12_100us,standard,p_g,0.667578125,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:p_e,matched_controller_cutoff12_100us,standard,p_e,0.332421875,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:expected_e_events,matched_controller_cutoff12_100us,standard,expected_e_events,6.6484375,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:multilevel_leakage_occupancy,matched_controller_cutoff12_100us,standard,multilevel_leakage_occupancy,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:multilevel_leakage_events,matched_controller_cutoff12_100us,standard,multilevel_leakage_events,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:reset_events,matched_controller_cutoff12_100us,standard,reset_events,20,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:mean_control_residual_rms,matched_controller_cutoff12_100us,standard,mean_control_residual_rms,0.0,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:mean_parameter_slew_rms,matched_controller_cutoff12_100us,standard,mean_parameter_slew_rms,0.0,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:parameter_saturation_rate,matched_controller_cutoff12_100us,standard,parameter_saturation_rate,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:fidelity_lifetime_us,matched_controller_cutoff12_100us,standard,fidelity_lifetime_us,35.706231898653,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:logical_z_lifetime_us,matched_controller_cutoff12_100us,standard,logical_z_lifetime_us,27.722165176815004,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:stored_scalars,matched_controller_cutoff12_100us,standard,stored_scalars,15,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:analytic_macs_per_half_cycle,matched_controller_cutoff12_100us,standard,analytic_macs_per_half_cycle,0,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:classical_latency_us,matched_controller_cutoff12_100us,standard,classical_latency_us,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:peak_fidelity_lifetime_in_lane,matched_controller_cutoff12_100us,standard,peak_fidelity_lifetime_in_lane,False,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:standard:device_feasibility_status,matched_controller_cutoff12_100us,standard,device_feasibility_status,NOT_ESTABLISHED,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:p_g,matched_controller_cutoff12_100us,exact_budget_mf,p_g,0.82279296875,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:p_e,matched_controller_cutoff12_100us,exact_budget_mf,p_e,0.17720703125000004,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:expected_e_events,matched_controller_cutoff12_100us,exact_budget_mf,expected_e_events,3.5441406250000007,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:multilevel_leakage_occupancy,matched_controller_cutoff12_100us,exact_budget_mf,multilevel_leakage_occupancy,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:multilevel_leakage_events,matched_controller_cutoff12_100us,exact_budget_mf,multilevel_leakage_events,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:reset_events,matched_controller_cutoff12_100us,exact_budget_mf,reset_events,20,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:mean_control_residual_rms,matched_controller_cutoff12_100us,exact_budget_mf,mean_control_residual_rms,0.16723866111998406,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:mean_parameter_slew_rms,matched_controller_cutoff12_100us,exact_budget_mf,mean_parameter_slew_rms,0.04772330800369644,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:parameter_saturation_rate,matched_controller_cutoff12_100us,exact_budget_mf,parameter_saturation_rate,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:fidelity_lifetime_us,matched_controller_cutoff12_100us,exact_budget_mf,fidelity_lifetime_us,86.22786973658746,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:logical_z_lifetime_us,matched_controller_cutoff12_100us,exact_budget_mf,logical_z_lifetime_us,67.95550030569048,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:stored_scalars,matched_controller_cutoff12_100us,exact_budget_mf,stored_scalars,72853,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:analytic_macs_per_half_cycle,matched_controller_cutoff12_100us,exact_budget_mf,analytic_macs_per_half_cycle,72266,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:classical_latency_us,matched_controller_cutoff12_100us,exact_budget_mf,classical_latency_us,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:peak_fidelity_lifetime_in_lane,matched_controller_cutoff12_100us,exact_budget_mf,peak_fidelity_lifetime_in_lane,True,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:exact_budget_mf:device_feasibility_status,matched_controller_cutoff12_100us,exact_budget_mf,device_feasibility_status,NOT_ESTABLISHED,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:p_g,matched_controller_cutoff12_100us,fresh_gru_teacher,p_g,0.86396484375,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:p_e,matched_controller_cutoff12_100us,fresh_gru_teacher,p_e,0.13603515624999996,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:expected_e_events,matched_controller_cutoff12_100us,fresh_gru_teacher,expected_e_events,2.720703124999999,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:multilevel_leakage_occupancy,matched_controller_cutoff12_100us,fresh_gru_teacher,multilevel_leakage_occupancy,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:multilevel_leakage_events,matched_controller_cutoff12_100us,fresh_gru_teacher,multilevel_leakage_events,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:reset_events,matched_controller_cutoff12_100us,fresh_gru_teacher,reset_events,20,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:mean_control_residual_rms,matched_controller_cutoff12_100us,fresh_gru_teacher,mean_control_residual_rms,0.16653936148595003,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:mean_parameter_slew_rms,matched_controller_cutoff12_100us,fresh_gru_teacher,mean_parameter_slew_rms,0.023351168667804702,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:parameter_saturation_rate,matched_controller_cutoff12_100us,fresh_gru_teacher,parameter_saturation_rate,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:fidelity_lifetime_us,matched_controller_cutoff12_100us,fresh_gru_teacher,fidelity_lifetime_us,84.39924800409324,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:logical_z_lifetime_us,matched_controller_cutoff12_100us,fresh_gru_teacher,logical_z_lifetime_us,67.56955922094045,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:stored_scalars,matched_controller_cutoff12_100us,fresh_gru_teacher,stored_scalars,72853,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:analytic_macs_per_half_cycle,matched_controller_cutoff12_100us,fresh_gru_teacher,analytic_macs_per_half_cycle,72266,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:classical_latency_us,matched_controller_cutoff12_100us,fresh_gru_teacher,classical_latency_us,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:peak_fidelity_lifetime_in_lane,matched_controller_cutoff12_100us,fresh_gru_teacher,peak_fidelity_lifetime_in_lane,False,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:fresh_gru_teacher:device_feasibility_status,matched_controller_cutoff12_100us,fresh_gru_teacher,device_feasibility_status,NOT_ESTABLISHED,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:p_g,matched_controller_cutoff12_100us,handcrafted_recurrence,p_g,0.9791015625,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:p_e,matched_controller_cutoff12_100us,handcrafted_recurrence,p_e,0.020898437499999978,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:expected_e_events,matched_controller_cutoff12_100us,handcrafted_recurrence,expected_e_events,0.41796874999999956,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:multilevel_leakage_occupancy,matched_controller_cutoff12_100us,handcrafted_recurrence,multilevel_leakage_occupancy,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:multilevel_leakage_events,matched_controller_cutoff12_100us,handcrafted_recurrence,multilevel_leakage_events,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:reset_events,matched_controller_cutoff12_100us,handcrafted_recurrence,reset_events,20,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:mean_control_residual_rms,matched_controller_cutoff12_100us,handcrafted_recurrence,mean_control_residual_rms,0.6751130671168372,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:mean_parameter_slew_rms,matched_controller_cutoff12_100us,handcrafted_recurrence,mean_parameter_slew_rms,0.03324878776028207,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:parameter_saturation_rate,matched_controller_cutoff12_100us,handcrafted_recurrence,parameter_saturation_rate,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:fidelity_lifetime_us,matched_controller_cutoff12_100us,handcrafted_recurrence,fidelity_lifetime_us,66.42440750473045,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:logical_z_lifetime_us,matched_controller_cutoff12_100us,handcrafted_recurrence,logical_z_lifetime_us,64.32882873858438,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:stored_scalars,matched_controller_cutoff12_100us,handcrafted_recurrence,stored_scalars,105,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:analytic_macs_per_half_cycle,matched_controller_cutoff12_100us,handcrafted_recurrence,analytic_macs_per_half_cycle,45,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:classical_latency_us,matched_controller_cutoff12_100us,handcrafted_recurrence,classical_latency_us,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:peak_fidelity_lifetime_in_lane,matched_controller_cutoff12_100us,handcrafted_recurrence,peak_fidelity_lifetime_in_lane,False,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:handcrafted_recurrence:device_feasibility_status,matched_controller_cutoff12_100us,handcrafted_recurrence,device_feasibility_status,NOT_ESTABLISHED,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:p_g,matched_controller_cutoff12_100us,distilled_student,p_g,0.8642578125,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:p_e,matched_controller_cutoff12_100us,distilled_student,p_e,0.1357421875,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:expected_e_events,matched_controller_cutoff12_100us,distilled_student,expected_e_events,2.71484375,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:multilevel_leakage_occupancy,matched_controller_cutoff12_100us,distilled_student,multilevel_leakage_occupancy,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:multilevel_leakage_events,matched_controller_cutoff12_100us,distilled_student,multilevel_leakage_events,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:reset_events,matched_controller_cutoff12_100us,distilled_student,reset_events,20,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:mean_control_residual_rms,matched_controller_cutoff12_100us,distilled_student,mean_control_residual_rms,0.16644761615321227,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:mean_parameter_slew_rms,matched_controller_cutoff12_100us,distilled_student,mean_parameter_slew_rms,0.024415204770191802,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:parameter_saturation_rate,matched_controller_cutoff12_100us,distilled_student,parameter_saturation_rate,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:fidelity_lifetime_us,matched_controller_cutoff12_100us,distilled_student,fidelity_lifetime_us,84.27107111120375,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:logical_z_lifetime_us,matched_controller_cutoff12_100us,distilled_student,logical_z_lifetime_us,67.43237217994549,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:stored_scalars,matched_controller_cutoff12_100us,distilled_student,stored_scalars,95,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:analytic_macs_per_half_cycle,matched_controller_cutoff12_100us,distilled_student,analytic_macs_per_half_cycle,87,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:classical_latency_us,matched_controller_cutoff12_100us,distilled_student,classical_latency_us,,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
controller_feasibility,matched_controller_cutoff12_100us:distilled_student:peak_fidelity_lifetime_in_lane,matched_controller_cutoff12_100us,distilled_student,peak_fidelity_lifetime_in_lane,False,NOT_ESTABLISHED,,T4.4.4/T5.1.5,088867210996973e56f11da5fb5b7e40dd98adf74cfdbb6b4c6a304d82990051
