record_type,record_id,candidate_id,field,value,value_state,eligible,details
signature,gqf_official_nmf_controller:evidence_level,gqf_official_nmf_controller,evidence_level,official intake without usable paper checkpoint,MISMATCH,False,required=project checkpoint replay
candidate,wang2022_direct_nn,wang2022_direct_nn,eligibility,INELIGIBLE_TASK_SIGNATURE,INELIGIBLE,False,"[""code_family"", ""modes_or_distance"", ""decision_target"", ""input_semantics"", ""history_horizon"", ""output_action"", ""noise_model"", ""time_basis"", ""compute_budget"", ""precision"", ""evidence_level""]"
signature,wang2022_direct_nn:code_family,wang2022_direct_nn,code_family,surface-GKP multidimensional construction,MISMATCH,False,required=single-mode square approximate GKP
signature,wang2022_direct_nn:modes_or_distance,wang2022_direct_nn,modes_or_distance,source finite-size surface-GKP family,MISMATCH,False,required=one oscillator
signature,wang2022_direct_nn:decision_target,wang2022_direct_nn,decision_target,surface-code logical-error classification after GKP syndrome preprocessing,MISMATCH,False,required=per-round logical coset/correction and typed safety decision
signature,wang2022_direct_nn:input_semantics,wang2022_direct_nn,input_semantics,syndrome/corrector features defined by the paper; no online drift state,MISMATCH,False,required=frozen parent q/p syndrome code and registered observed history
signature,wang2022_direct_nn:history_horizon,wang2022_direct_nn,history_horizon,source-defined syndrome features,MISMATCH,False,required=registered causal per-round/window horizon
signature,wang2022_direct_nn:output_action,wang2022_direct_nn,output_action,one of three logical error classes,MISMATCH,False,required=logical Pauli/frame correction plus typed safety action
signature,wang2022_direct_nn:noise_model,wang2022_direct_nn,noise_model,paper Gaussian displacement models with perfect or noisy GKP measurements,MISMATCH,False,required=frozen parent secondary replay trace
signature,wang2022_direct_nn:observability,wang2022_direct_nn,observability,observed-only,MATCH,True,required=observed-only
signature,wang2022_direct_nn:online_privilege,wang2022_direct_nn,online_privilege,causal inference without future or hidden truth,MATCH,True,required=causal inference without future or hidden truth
signature,wang2022_direct_nn:time_basis,wang2022_direct_nn,time_basis,source decode instance,MISMATCH,False,required=every registered decoded round
signature,wang2022_direct_nn:compute_budget,wang2022_direct_nn,compute_budget,not reported,MISMATCH,False,required=matched registered production decoder budget
signature,wang2022_direct_nn:precision,wang2022_direct_nn,precision,not reported,MISMATCH,False,required=production fixed-point
signature,wang2022_direct_nn:evidence_level,wang2022_direct_nn,evidence_level,literature only; no exact public checkpoint,MISMATCH,False,required=project checkpoint replay
candidate,sivak2023_rl_controller,sivak2023_rl_controller,eligibility,INELIGIBLE_TASK_SIGNATURE,INELIGIBLE,False,"[""code_family"", ""decision_target"", ""input_semantics"", ""history_horizon"", ""output_action"", ""noise_model"", ""time_basis"", ""compute_budget"", ""precision"", ""evidence_level""]"
signature,sivak2023_rl_controller:code_family,sivak2023_rl_controller,code_family,experimental cavity-transmon GKP,MISMATCH,False,required=single-mode square approximate GKP
signature,sivak2023_rl_controller:modes_or_distance,sivak2023_rl_controller,modes_or_distance,one oscillator,MATCH,True,required=one oscillator
signature,sivak2023_rl_controller:decision_target,sivak2023_rl_controller,decision_target,history/performance to physical-control update,MISMATCH,False,required=per-round logical coset/correction and typed safety decision
signature,sivak2023_rl_controller:input_semantics,sivak2023_rl_controller,input_semantics,300 experimental episodes for each of 10 candidates per training epoch,MISMATCH,False,required=frozen parent q/p syndrome code and registered observed history
signature,sivak2023_rl_controller:history_horizon,sivak2023_rl_controller,history_horizon,300 episodes x 10 candidates per epoch,MISMATCH,False,required=registered causal per-round/window horizon
signature,sivak2023_rl_controller:output_action,sivak2023_rl_controller,output_action,next parameter-distribution update; final fixed circuit parameters,MISMATCH,False,required=logical Pauli/frame correction plus typed safety action
signature,sivak2023_rl_controller:noise_model,sivak2023_rl_controller,noise_model,real superconducting cavity-transmon apparatus,MISMATCH,False,required=frozen parent secondary replay trace
signature,sivak2023_rl_controller:observability,sivak2023_rl_controller,observability,observed-only,MATCH,True,required=observed-only
signature,sivak2023_rl_controller:online_privilege,sivak2023_rl_controller,online_privilege,causal inference without future or hidden truth,MATCH,True,required=causal inference without future or hidden truth
signature,sivak2023_rl_controller:time_basis,sivak2023_rl_controller,time_basis,optimization epoch / fixed deployed circuit,MISMATCH,False,required=every registered decoded round
signature,sivak2023_rl_controller:compute_budget,sivak2023_rl_controller,compute_budget,controller-specific unmatched budget,MISMATCH,False,required=matched registered production decoder budget
signature,sivak2023_rl_controller:precision,sivak2023_rl_controller,precision,source/project controller precision,MISMATCH,False,required=production fixed-point
signature,sivak2023_rl_controller:evidence_level,sivak2023_rl_controller,evidence_level,literature only,MISMATCH,False,required=project checkpoint replay
candidate,sivak2026_rl_drift,sivak2026_rl_drift,eligibility,INELIGIBLE_TASK_SIGNATURE,INELIGIBLE,False,"[""code_family"", ""modes_or_distance"", ""decision_target"", ""input_semantics"", ""history_horizon"", ""output_action"", ""noise_model"", ""time_basis"", ""compute_budget"", ""precision"", ""evidence_level""]"
signature,sivak2026_rl_drift:code_family,sivak2026_rl_drift,code_family,surface/color-code processor,MISMATCH,False,required=single-mode square approximate GKP
signature,sivak2026_rl_drift:modes_or_distance,sivak2026_rl_drift,modes_or_distance,d=5/d=7 source experiments,MISMATCH,False,required=one oscillator
signature,sivak2026_rl_drift:decision_target,sivak2026_rl_drift,decision_target,adapt processor controls and optionally steer a decoder under injected drift,MISMATCH,False,required=per-round logical coset/correction and typed safety decision
signature,sivak2026_rl_drift:input_semantics,sivak2026_rl_drift,input_semantics,error-detection rates; decoder-steering experiment additionally estimates LER,MISMATCH,False,required=frozen parent q/p syndrome code and registered observed history
signature,sivak2026_rl_drift:history_horizon,sivak2026_rl_drift,history_horizon,source experiment-in-loop history,MISMATCH,False,required=registered causal per-round/window horizon
signature,sivak2026_rl_drift:output_action,sivak2026_rl_drift,output_action,updates to more than 1000 control parameters and optional decoder steering,MISMATCH,False,required=logical Pauli/frame correction plus typed safety action
signature,sivak2026_rl_drift:noise_model,sivak2026_rl_drift,noise_model,real processor with injected calibration drift,MISMATCH,False,required=frozen parent secondary replay trace
signature,sivak2026_rl_drift:observability,sivak2026_rl_drift,observability,observed-only,MATCH,True,required=observed-only
signature,sivak2026_rl_drift:online_privilege,sivak2026_rl_drift,online_privilege,causal inference without future or hidden truth,MATCH,True,required=causal inference without future or hidden truth
signature,sivak2026_rl_drift:time_basis,sivak2026_rl_drift,time_basis,adaptation epochs,MISMATCH,False,required=every registered decoded round
signature,sivak2026_rl_drift:compute_budget,sivak2026_rl_drift,compute_budget,controller-specific unmatched budget,MISMATCH,False,required=matched registered production decoder budget
signature,sivak2026_rl_drift:precision,sivak2026_rl_drift,precision,source/project controller precision,MISMATCH,False,required=production fixed-point
signature,sivak2026_rl_drift:evidence_level,sivak2026_rl_drift,evidence_level,literature only,MISMATCH,False,required=project checkpoint replay
diagnostic_replay,0,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001733781932351461, -0.0015719701945026757]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.384187268951152e-06, ""target"": [-0.00033259845804423094, 0.0005489839822985232], ""window_id"": 258}"
diagnostic_replay,1,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0014040408536934164, -0.0019723778169407256]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.622387383591291e-06, ""target"": [0.004115992691367865, -0.0039447094313800335], ""window_id"": 146}"
diagnostic_replay,2,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0010472138607804159, -0.0018674829805926962]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 7.331152727146333e-06, ""target"": [0.004054584540426731, -0.004237720742821693], ""window_id"": 70}"
diagnostic_replay,3,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002483399701680717, -0.0009299482936536367]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 2.9790240185174756e-06, ""target"": [0.004747677128762007, -0.0018415928352624178], ""window_id"": 233}"
diagnostic_replay,4,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020913531238155995, -0.0025762729456660404]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.522830181493399e-06, ""target"": [0.004368554800748825, -0.004540964495390654], ""window_id"": 379}"
diagnostic_replay,5,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001554426118957728, -0.0015624104558557485]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.625203812205244e-06, ""target"": [0.00409367261454463, -0.0037539019249379635], ""window_id"": 339}"
diagnostic_replay,6,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0023526880914441933, -0.0010824283280177018]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 2.9665020141428294e-06, ""target"": [0.0008190088556148112, 0.0008098803227767348], ""window_id"": 135}"
diagnostic_replay,7,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002962682287413674, -0.00279714808443539]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 2.7376849984779837e-06, ""target"": [0.0014144910965114832, -0.0010425900109112263], ""window_id"": 375}"
diagnostic_replay,8,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0029196308159278525, -0.002862230090673228]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.1104262823695207e-06, ""target"": [0.0020574023947119713, -0.0016467405948787928], ""window_id"": 354}"
diagnostic_replay,9,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022720333449830453, -0.0027276338155103356]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.519504400233615e-06, ""target"": [0.00481959106400609, -0.004324179608374834], ""window_id"": 402}"
diagnostic_replay,10,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0027675674086692988, -0.002452657180709781]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.0416204075356737e-06, ""target"": [0.002004404319450259, -0.001227576402015984], ""window_id"": 69}"
diagnostic_replay,11,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0015610586000108723, -0.0016441384439398648]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.454957098428081e-06, ""target"": [0.004271248355507851, -0.003532202448695898], ""window_id"": 69}"
diagnostic_replay,12,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0015771175565079728, -0.0019541799437875883]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 9.101288899385144e-06, ""target"": [0.004677440971136093, -0.004885147791355848], ""window_id"": 497}"
diagnostic_replay,13,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0014778024825450637, -0.002381258054397104]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 6.0182093341787405e-06, ""target"": [0.004131814930588007, -0.004615678917616606], ""window_id"": 268}"
diagnostic_replay,14,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001639254259255886, -0.0029144224548422314]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.337103340527502e-08, ""target"": [0.0013552006566897035, -0.003207774832844734], ""window_id"": 364}"
diagnostic_replay,15,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018455096443027526, -0.0021287075261589923]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.796674627106523e-06, ""target"": [0.003993254620581865, -0.0038551317993551493], ""window_id"": 60}"
diagnostic_replay,16,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022678980435821647, -0.002706950633579832]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 5.4032387824506276e-08, ""target"": [0.002076460048556328, -0.002439712407067418], ""window_id"": 394}"
diagnostic_replay,17,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002353825451704917, -0.003468111478076974]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.159446836717313e-07, ""target"": [0.0014970818301662803, -0.002520546317100525], ""window_id"": 331}"
diagnostic_replay,18,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0028159776157416373, -0.003117158093647568]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 4.755291693454117e-06, ""target"": [0.001167372101917863, -0.0005108804325573146], ""window_id"": 481}"
diagnostic_replay,19,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022568191802861516, -0.0017749308322368247]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.3107948095440175e-06, ""target"": [0.00022585171973332763, 0.0003456258855294436], ""window_id"": 23}"
diagnostic_replay,20,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022161641950639603, -0.0032326681363047307]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 5.925484127991806e-07, ""target"": [0.0012902711750939488, -0.002660113386809826], ""window_id"": 136}"
diagnostic_replay,21,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021192333277693814, -0.0030591235970838203]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.154072550469158e-06, ""target"": [0.004571971949189901, -0.00457313098013401], ""window_id"": 500}"
diagnostic_replay,22,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018255499817774932, -0.0024387207516999416]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 4.870937443856315e-07, ""target"": [0.0022201002575457096, -0.0033434403594583273], ""window_id"": 188}"
diagnostic_replay,23,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002548865840825839, -0.002128181469711105]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 2.886113840256173e-06, ""target"": [0.004750540945678949, -0.0030898749828338623], ""window_id"": 360}"
diagnostic_replay,24,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018753766003353485, -0.001626698420574806]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.740610764322139e-09, ""target"": [0.0019115834729745984, -0.0017538608517497778], ""window_id"": 178}"
diagnostic_replay,25,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002128583126899343, -0.0022061564129903593]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.844727755346478e-08, ""target"": [0.0018767652800306678, -0.0023222698364406824], ""window_id"": 126}"
diagnostic_replay,26,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002717920191952526, -0.003470719420661718]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 2.2610540482843413e-06, ""target"": [0.004728198982775211, -0.004164179787039757], ""window_id"": 98}"
diagnostic_replay,27,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0008461925337094418, -0.001422001939938686]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.0425537987149393e-06, ""target"": [0.0012765798019245267, -0.002800361253321171], ""window_id"": 186}"
diagnostic_replay,28,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020156459532759143, -0.0013269987106252026]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.1815322579610638e-07, ""target"": [0.002232853788882494, -0.001761886291205883], ""window_id"": 190}"
diagnostic_replay,29,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0026879189507438873, -0.0019444025520517886]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.826457375937117e-06, ""target"": [0.0006608247058466077, -6.1903236201033e-05], ""window_id"": 19}"
diagnostic_replay,30,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001868732872705856, -0.0014145797517766403]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.127143578564397e-06, ""target"": [-5.494131619343534e-05, 0.0007193754427134991], ""window_id"": 93}"
diagnostic_replay,31,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022756325310355563, -0.0022245198043806557]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.90664903873967e-06, ""target"": [0.00025060161715373397, -0.0002977224939968437], ""window_id"": 201}"
diagnostic_replay,32,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0034214286528545367, -0.005461656604851064]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 5.247950303425568e-07, ""target"": [0.0040875687263906, -0.006240018643438816], ""window_id"": 358}"
diagnostic_replay,33,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018957443668792082, -0.0014366439754570173]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 5.439339669618195e-08, ""target"": [0.0017109561013057828, -0.001709847361780703], ""window_id"": 10}"
diagnostic_replay,34,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0013882896522654346, -0.0020971192650961167]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 2.8501716706343625e-08, ""target"": [0.0012039239518344402, -0.0019454198190942407], ""window_id"": 338}"
diagnostic_replay,35,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021268934546887696, -0.0017558518205327903]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.2690327665545105e-06, ""target"": [0.004721403121948242, -0.003706899005919695], ""window_id"": 87}"
diagnostic_replay,36,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002436117006188828, -0.000998424407368824]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.7199217568462696e-06, ""target"": [0.005363257601857185, -0.00269303098320961], ""window_id"": 192}"
diagnostic_replay,37,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002379489203431011, -0.0030840894072756094]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 2.5056666569591858e-06, ""target"": [0.0010366999777033925, -0.0012929304502904415], ""window_id"": 344}"
diagnostic_replay,38,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002482417130213869, -0.003979435818296589]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.0208872967046553e-06, ""target"": [0.0016545956023037434, -0.002814752981066704], ""window_id"": 98}"
diagnostic_replay,39,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002727358194973824, -0.0047242708999621595]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 7.334963623520726e-07, ""target"": [0.0036221658810973167, -0.005540550220757723], ""window_id"": 372}"
diagnostic_replay,40,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002342911835409115, -0.0028746575224920237]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.8946206883906425e-06, ""target"": [0.004845191724598408, -0.004752911161631346], ""window_id"": 489}"
diagnostic_replay,41,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021548616596627217, -0.0014049057019824252]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 2.0465991488191168e-06, ""target"": [0.000500539259519428, -0.00024025309539865702], ""window_id"": 27}"
diagnostic_replay,42,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002320162157474693, -0.003684189769442045]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 2.344643509219195e-07, ""target"": [0.001864665187895298, -0.003172866767272353], ""window_id"": 101}"
diagnostic_replay,43,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0016174992179416002, -0.0021401915970988387]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 2.585121965303243e-06, ""target"": [-0.00014224524784367532, -0.0007002112688496709], ""window_id"": 33}"
diagnostic_replay,44,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020967534664367926, -0.002781554683365195]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.173446798667236e-06, ""target"": [0.004319143947213888, -0.004627597518265247], ""window_id"": 185}"
diagnostic_replay,45,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0017146783354804016, -0.0026787244779571365]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 4.391126701452793e-07, ""target"": [0.0008493479690514505, -0.002318962477147579], ""window_id"": 192}"
diagnostic_replay,46,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002071416420786681, -0.003193345394149867]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 5.921311533279376e-06, ""target"": [-0.00010971792653435841, -0.0005315272137522697], ""window_id"": 203}"
diagnostic_replay,47,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002383134553711857, -0.004211798364782472]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.6943924119717673e-06, ""target"": [0.0036364858970046043, -0.006623829714953899], ""window_id"": 512}"
diagnostic_replay,48,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002007779224974032, -0.0022728926829729025]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.3992502124199011e-07, ""target"": [0.0016892417334020138, -0.0018505374900996685], ""window_id"": 401}"
diagnostic_replay,49,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002411735768116202, -0.002587276394443433]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 2.6592122629305734e-06, ""target"": [0.004514986649155617, -0.00353319407440722], ""window_id"": 226}"
diagnostic_replay,50,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002258055427205524, -0.002801477742409019]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.1299977639209046e-06, ""target"": [0.0011919718235731125, -0.0017415431793779135], ""window_id"": 321}"
diagnostic_replay,51,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0014426246288455414, -0.00149228720270243]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.754854809688818e-07, ""target"": [0.0014862832613289356, -0.0020831043366342783], ""window_id"": 13}"
diagnostic_replay,52,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0013979508296526246, -0.0026886441262515062]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 8.430472043030677e-07, ""target"": [0.0003879393625538796, -0.0018725735135376453], ""window_id"": 255}"
diagnostic_replay,53,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021517101107046592, -0.002026494833648967]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.637337396604465e-06, ""target"": [0.004627388436347246, -0.0038001046050339937], ""window_id"": 319}"
diagnostic_replay,54,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0031234896875425894, -0.004592295892763101]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.851854557847985e-07, ""target"": [0.003925751894712448, -0.005163913127034903], ""window_id"": 495}"
diagnostic_replay,55,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002143208878604217, -0.0017322271655377123]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 5.571476596720939e-06, ""target"": [-2.2248137611313723e-05, 0.00080819585127756], ""window_id"": 200}"
diagnostic_replay,56,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0026617258816037997, -0.0039085580588768196]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.1219519643398208e-06, ""target"": [0.0017682728357613087, -0.0027062080334872007], ""window_id"": 266}"
diagnostic_replay,57,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002613091716253416, -0.0030409502367205127]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 1.5531822375295532e-06, ""target"": [0.0037267026491463184, -0.004407052416354418], ""window_id"": 459}"
diagnostic_replay,58,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0023055553361689234, -0.0024869964834515266]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 3.7252955016756196e-08, ""target"": [0.002118564210832119, -0.0026858437340706587], ""window_id"": 160}"
diagnostic_replay,59,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0013233565241199366, -0.002002401442159069]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.427123707537789e-08, ""target"": [0.00112207792699337, -0.0018349816091358662], ""window_id"": 98}"
diagnostic_replay,60,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001263819855368658, -0.0009417503160141843]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 2.3691026268538447e-06, ""target"": [-0.0004017372557427734, 0.00045972203952260315], ""window_id"": 150}"
diagnostic_replay,61,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002474659838286294, -0.004083029966287084]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.266861323966948e-07, ""target"": [0.0015932283131405711, -0.0031468404922634363], ""window_id"": 132}"
diagnostic_replay,62,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018176948148949145, -0.0028411968452743165]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.027399530115869e-06, ""target"": [0.0032412514556199312, -0.004848255775868893], ""window_id"": 460}"
diagnostic_replay,63,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002282473857953626, -0.0018837524650292426]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 6.148041361732731e-07, ""target"": [0.00151346274651587, -0.0010848593665286899], ""window_id"": 111}"
diagnostic_replay,64,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0027590751013305223, -0.00426425929363119]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 1.471144873205168e-06, ""target"": [0.003819783218204975, -0.0056122904643416405], ""window_id"": 486}"
diagnostic_replay,65,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002348396330977368, -0.0016125912277404997]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.433291546044517e-06, ""target"": [0.0049538020975887775, -0.003054272150620818], ""window_id"": 251}"
