row_type,item_id,lane_id,strategy,metric,value,unit_or_scope,passed,source_task,source_artifact_sha256
parent_gate,T4.1.1:all_metrics_and_host_profiles_finite,,,all_metrics_and_host_profiles_finite,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:selected_model_evaluated_on_all_registered_seeds,,,selected_model_evaluated_on_all_registered_seeds,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:checkpoint_contains_every_family_and_source_binding,,,checkpoint_contains_every_family_and_source_binding,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_gate,T4.1.1:role_remains_estimator_not_decoder_or_controller,,,role_remains_estimator_not_decoder_or_controller,True,,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
file_binding,T4.1.1:0,,,docs/t4_1_1_slow_loop_model_selection_source_data.csv,0726977318febeee0ee76bee2d79bc7e0d7fb89f52a87b60dec494230aa2ed58,0726977318febeee0ee76bee2d79bc7e0d7fb89f52a87b60dec494230aa2ed58,True,T4.1.1,65a6f476b6d97a26a6aff8d7f6e33ce5c5abc37b055f17e48e0e0c4604aaef11
parent_artifact,T2.4.1,,,,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:schema_and_task_identity,,,schema_and_task_identity,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:two_lane_identity,,,two_lane_identity,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:terminology_ledger_complete,,,terminology_ledger_complete,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:record_ids_unique,,,record_ids_unique,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:evidence_classes_closed,,,evidence_classes_closed,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:source_anchors_resolve,,,source_anchors_resolve,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:external_facts_not_target_measurements,,,external_facts_not_target_measurements,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:sivak_control_wiring_scope,,,sivak_control_wiring_scope,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:sivak_measurement_breakdown,,,sivak_measurement_breakdown,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:sivak_measurement_aggregate_fail_closed,,,sivak_measurement_aggregate_fail_closed,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:sivak_sbs_scope_discrepancy,,,sivak_sbs_scope_discrepancy,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:sivak_reset_scope_discrepancy,,,sivak_reset_scope_discrepancy,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:sivak_constituent_and_full_cycle_arithmetic,,,sivak_constituent_and_full_cycle_arithmetic,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:puviani_model_half_and_full_cycle_arithmetic,,,puviani_model_half_and_full_cycle_arithmetic,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:project_config_bindings,,,project_config_bindings,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:project_slow_model_mean_arithmetic,,,project_slow_model_mean_arithmetic,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:project_window_cadence_arithmetic,,,project_window_cadence_arithmetic,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:uart_8n1_capacity_arithmetic,,,uart_8n1_capacity_arithmetic,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:uart_fails_twenty_ms_window,,,uart_fails_twenty_ms_window,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:target_board_frontend_fields_null,,,target_board_frontend_fields_null,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:target_board_latency_fields_null,,,target_board_latency_fields_null,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:real_board_gate_fail_closed,,,real_board_gate_fail_closed,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_gate,T2.4.1:no_cross_lane_aggregate,,,no_cross_lane_aggregate,True,,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
file_binding,T2.4.1:0,,,docs/dual_latency_budget.json,6703f7186cf8683fa0b2ee5f1e90dd0faaf4e69ac7c266d8a517fb83c930123e,6703f7186cf8683fa0b2ee5f1e90dd0faaf4e69ac7c266d8a517fb83c930123e,True,T2.4.1,48683d27428644a4ef28ce13e5ee1b1a4963ba9ff91c791e73f2afead1d349c2
parent_artifact,T5.1.4,,,,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:all_parent_evidence_is_passed_and_current,,,all_parent_evidence_is_passed_and_current,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:exactly_one_branch_is_active,,,exactly_one_branch_is_active,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:strong_branch_equals_all_predicates,,,strong_branch_equals_all_predicates,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:fallback_automatically_activates_on_failure,,,fallback_automatically_activates_on_failure,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:matched_learned_candidate_absence_is_retained,,,matched_learned_candidate_absence_is_retained,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:zero_holm_discoveries_are_retained,,,zero_holm_discoveries_are_retained,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:calibration_shift_transient_counterevidence_is_retained,,,calibration_shift_transient_counterevidence_is_retained,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:cnn_performance_claim_is_removed_in_fallback,,,cnn_performance_claim_is_removed_in_fallback,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:teacher_student_controller_evidence_is_not_decoder_evidence,,,teacher_student_controller_evidence_is_not_decoder_evidence,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:historical_t24_claim_is_quarantined,,,historical_t24_claim_is_quarantined,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:fallback_prerequisites_pass,,,fallback_prerequisites_pass,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:software_evidence_is_not_hardware_measurement,,,software_evidence_is_not_hardware_measurement,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:independent_unit_remains_evaluation_seed,,,independent_unit_remains_evaluation_seed,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:reopen_contract_is_complete_and_forbids_window_pseudoreplication,,,reopen_contract_is_complete_and_forbids_window_pseudoreplication,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:semantic_validator_accepts_only_the_derived_verdict,,,semantic_validator_accepts_only_the_derived_verdict,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
parent_gate,T5.1.4:decision_is_read_only_and_deterministic,,,decision_is_read_only_and_deterministic,True,,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:0,,,docs/t5_1_4_algorithm_branch_verdict_source_data.csv,63ac8474be8c6657fbae3807e864bba43353e970a6864a053cc10a25d8974961,63ac8474be8c6657fbae3807e864bba43353e970a6864a053cc10a25d8974961,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:1,,,docs/t5_1_1_comparison_set_registry.json,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257,915317cdd9818b97f1e21051bb817d9b6cd41b7a8d1ebdabf13403aa466d9257,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:2,,,docs/t5_1_2_mixed_scenario_matrix.json,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:3,,,docs/t5_1_3_oracle_gap_tail_report.json,d3127e670dfa922917b1981ff13f6540cc7334542bb2678d614904d217092c54,d3127e670dfa922917b1981ff13f6540cc7334542bb2678d614904d217092c54,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:4,,,docs/t2_4_3_fixed_point_validation.json,1997b0e8d6a0a9233100311677e6da4add76ee0fb1e4d3525fce28812b20a737,1997b0e8d6a0a9233100311677e6da4add76ee0fb1e4d3525fce28812b20a737,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:5,,,docs/t4_2_1_parametric_map_lut_validation.json,2cf8eb0b4aca5703f4a5513e1a8761aa811c973da1e9e47db996fb9529415a43,2cf8eb0b4aca5703f4a5513e1a8761aa811c973da1e9e47db996fb9529415a43,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:6,,,docs/t4_2_3_conservative_fallback_validation.json,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162,b03e834c4bf39ca56d85382cab65d189a7ab28ee47d51a7e1213dfcbf9cd5162,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:7,,,docs/t4_3_2_atomic_parameter_bank_validation.json,c2c3e6f51115e0cf5556b1b6fed6c094ad886e415affb103bc673bf2dfa7c6e4,c2c3e6f51115e0cf5556b1b6fed6c094ad886e415affb103bc673bf2dfa7c6e4,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
file_binding,T5.1.4:8,,,docs/t4_4_5_teacher_student_branch_freeze.json,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,True,T5.1.4,2c08d760a1a453898a1644ffb319c8d8dccccfaa1c2d9271feebe9bf96ebefc2
protocol_metric,cutoff12_high:measurement_feedback:cycle_duration_us,cutoff12_high,measurement_feedback,cycle_duration_us,10.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:common_horizon_us,cutoff12_high,measurement_feedback,common_horizon_us,700.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:full_cycles,cutoff12_high,measurement_feedback,full_cycles,70,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:fidelity_area_lifetime_protocol_cycles,cutoff12_high,measurement_feedback,fidelity_area_lifetime_protocol_cycles,15.983376683343584,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:fidelity_area_lifetime_us,cutoff12_high,measurement_feedback,fidelity_area_lifetime_us,159.83376683343585,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:logical_z_area_lifetime_protocol_cycles,cutoff12_high,measurement_feedback,logical_z_area_lifetime_protocol_cycles,5.937365050806486,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:logical_z_area_lifetime_us,cutoff12_high,measurement_feedback,logical_z_area_lifetime_us,59.373650508064856,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:measurement_events,cutoff12_high,measurement_feedback,measurement_events,140,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:reset_events,cutoff12_high,measurement_feedback,reset_events,140,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:active_gate_applications,cutoff12_high,measurement_feedback,active_gate_applications,1260,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:measurements_per_100us,cutoff12_high,measurement_feedback,measurements_per_100us,20.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:resets_per_100us,cutoff12_high,measurement_feedback,resets_per_100us,20.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:active_gates_per_100us,cutoff12_high,measurement_feedback,active_gates_per_100us,180.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:measurement_feedback:online_classical_latency_us,cutoff12_high,measurement_feedback,online_classical_latency_us,,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:cycle_duration_us,cutoff12_high,autonomous,cycle_duration_us,7.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:common_horizon_us,cutoff12_high,autonomous,common_horizon_us,700.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:full_cycles,cutoff12_high,autonomous,full_cycles,100,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:fidelity_area_lifetime_protocol_cycles,cutoff12_high,autonomous,fidelity_area_lifetime_protocol_cycles,22.759320865804348,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:fidelity_area_lifetime_us,cutoff12_high,autonomous,fidelity_area_lifetime_us,159.31524606063044,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:logical_z_area_lifetime_protocol_cycles,cutoff12_high,autonomous,logical_z_area_lifetime_protocol_cycles,7.992293911116486,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:logical_z_area_lifetime_us,cutoff12_high,autonomous,logical_z_area_lifetime_us,55.94605737781541,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:measurement_events,cutoff12_high,autonomous,measurement_events,0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:reset_events,cutoff12_high,autonomous,reset_events,200,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:active_gate_applications,cutoff12_high,autonomous,active_gate_applications,1800,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:measurements_per_100us,cutoff12_high,autonomous,measurements_per_100us,0.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:resets_per_100us,cutoff12_high,autonomous,resets_per_100us,28.571428571428573,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:active_gates_per_100us,cutoff12_high,autonomous,active_gates_per_100us,257.14285714285717,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_high:autonomous:online_classical_latency_us,cutoff12_high,autonomous,online_classical_latency_us,,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:cycle_duration_us,cutoff12_medium,measurement_feedback,cycle_duration_us,10.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:common_horizon_us,cutoff12_medium,measurement_feedback,common_horizon_us,700.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:full_cycles,cutoff12_medium,measurement_feedback,full_cycles,70,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:fidelity_area_lifetime_protocol_cycles,cutoff12_medium,measurement_feedback,fidelity_area_lifetime_protocol_cycles,16.853297894615082,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:fidelity_area_lifetime_us,cutoff12_medium,measurement_feedback,fidelity_area_lifetime_us,168.53297894615082,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:logical_z_area_lifetime_protocol_cycles,cutoff12_medium,measurement_feedback,logical_z_area_lifetime_protocol_cycles,6.762141032037524,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:logical_z_area_lifetime_us,cutoff12_medium,measurement_feedback,logical_z_area_lifetime_us,67.62141032037525,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:measurement_events,cutoff12_medium,measurement_feedback,measurement_events,140,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:reset_events,cutoff12_medium,measurement_feedback,reset_events,140,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:active_gate_applications,cutoff12_medium,measurement_feedback,active_gate_applications,1260,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:measurements_per_100us,cutoff12_medium,measurement_feedback,measurements_per_100us,20.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:resets_per_100us,cutoff12_medium,measurement_feedback,resets_per_100us,20.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:active_gates_per_100us,cutoff12_medium,measurement_feedback,active_gates_per_100us,180.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:measurement_feedback:online_classical_latency_us,cutoff12_medium,measurement_feedback,online_classical_latency_us,,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:cycle_duration_us,cutoff12_medium,autonomous,cycle_duration_us,7.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:common_horizon_us,cutoff12_medium,autonomous,common_horizon_us,700.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:full_cycles,cutoff12_medium,autonomous,full_cycles,100,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:fidelity_area_lifetime_protocol_cycles,cutoff12_medium,autonomous,fidelity_area_lifetime_protocol_cycles,23.665644858611643,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:fidelity_area_lifetime_us,cutoff12_medium,autonomous,fidelity_area_lifetime_us,165.6595140102815,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:logical_z_area_lifetime_protocol_cycles,cutoff12_medium,autonomous,logical_z_area_lifetime_protocol_cycles,8.743878751294817,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:logical_z_area_lifetime_us,cutoff12_medium,autonomous,logical_z_area_lifetime_us,61.20715125906372,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:measurement_events,cutoff12_medium,autonomous,measurement_events,0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:reset_events,cutoff12_medium,autonomous,reset_events,200,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:active_gate_applications,cutoff12_medium,autonomous,active_gate_applications,1800,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:measurements_per_100us,cutoff12_medium,autonomous,measurements_per_100us,0.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:resets_per_100us,cutoff12_medium,autonomous,resets_per_100us,28.571428571428573,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:active_gates_per_100us,cutoff12_medium,autonomous,active_gates_per_100us,257.14285714285717,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_medium:autonomous:online_classical_latency_us,cutoff12_medium,autonomous,online_classical_latency_us,,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_low:measurement_feedback:cycle_duration_us,cutoff12_low,measurement_feedback,cycle_duration_us,10.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_low:measurement_feedback:common_horizon_us,cutoff12_low,measurement_feedback,common_horizon_us,700.0,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_low:measurement_feedback:full_cycles,cutoff12_low,measurement_feedback,full_cycles,70,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_low:measurement_feedback:fidelity_area_lifetime_protocol_cycles,cutoff12_low,measurement_feedback,fidelity_area_lifetime_protocol_cycles,17.0734877455922,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_low:measurement_feedback:fidelity_area_lifetime_us,cutoff12_low,measurement_feedback,fidelity_area_lifetime_us,170.734877455922,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
protocol_metric,cutoff12_low:measurement_feedback:logical_z_area_lifetime_protocol_cycles,cutoff12_low,measurement_feedback,logical_z_area_lifetime_protocol_cycles,6.93387849387625,,,T3.2.8,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441
